normalized_url,page_type,matched_botify,keyword_rows,distinct_ranking_keywords,current_ranked_keywords,lost_or_unranked_keywords,avg_current_rank,top3_keywords,top10_keywords,top20_keywords,top50_keywords,top100_keywords,ranking_keyword_score,keywords_not_top10,quick_win_11_20_keywords,striking_distance_21_50_keywords,botify_audience_keywords_to_90pct,ranking_potential_score,main_keyword,title_matches_main_keyword,meta_matches_main_keyword,h1_matches_main_keyword,url_matches_main_keyword,keyword_groups_top
https://careers.chewy.com/us/en/hiring-process-for-customer-service-representatives,Other,False,54,51,47,7,12.94,1,9,46,47,47,58.6,45,37,1,,59.6,chewy customer service hours,,,,,Customer Help Center - Focused Keywords; Customer Help Center; 1 - Chewy Branded KWs
https://careers.chewy.com/us/en/houston,Other,False,1,1,1,0,15.0,0,0,1,1,1,62.5,1,1,0,,75.0,what are chewy's customer service hours?,,,,,Customer Help Center
https://careers.chewy.com/us/en/interviewing-at-chewy,Other,False,2,2,1,1,29.0,0,0,0,1,1,21.9,2,0,1,,57.5,how does chewy work,,,,,Customer Help Center - Focused Keywords
https://careers.chewy.com/us/en/job/R25875/Pharmacy-Technician-Mail-Order,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,how can i reach a pharmacist at chewy pharmacy?,,,,,Customer Help Center
https://careers.chewy.com/us/en/job/R25880/Pharmacy-Tech,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,how can i reach a pharmacist at chewy pharmacy?,,,,,Customer Help Center
https://careers.chewy.com/us/en/job/R27792/Marketing-Analytics-Manager-Chewy-Ads,Other,False,2,1,0,2,,0,0,0,0,0,0,2,0,0,,55.0,chewy marketing,,,,,N/A
https://careers.chewy.com/us/en/job/R27853/Manager-Customer-Service-I,Other,False,9,9,0,9,,0,0,0,0,0,0,9,0,0,,55.0,phone number to chewy.com,,,,,Customer Help Center - Focused Keywords
https://careers.chewy.com/us/en/job/R28776/Customer-Care-Representative-Work-From-Home-in-Kentucky,Other,False,10,10,0,10,,0,0,0,0,0,0,10,0,0,,55.0,chewy customer service,,,,,Customer Help Center - Focused Keywords; 1 - Chewy Branded KWs
https://careers.chewy.com/us/en/job/R28826/Customer-Care-Representative-Work-from-Home-in-Texas,Other,False,2,2,2,0,13.5,0,1,2,2,2,75.6,1,1,0,,37.5,customer service chewy,,,,,Customer Help Center - Focused Keywords
https://careers.chewy.com/us/en/job/R28862/CS-Workforce-Specialist-III,Other,False,1,1,1,0,25.0,0,0,0,1,1,43.8,1,0,1,,60.0,what are chewy's customer service hours?,,,,,Customer Help Center
https://careers.chewy.com/us/en/job/R29378/Sterile-Compounding-Pharmacist-Operations-Manager,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,is chewy compounding pharmacy licensed or otherwise verified?,,,,,Customer Help Center
https://careers.chewy.com/us/en/job/R29441/Pharmacist,Other,False,1,1,1,0,13.0,0,0,1,1,1,62.5,1,1,0,,75.0,how can i reach a pharmacist at chewy pharmacy?,,,,,Customer Help Center
https://careers.chewy.com/us/en/job/R30538/Customer-Care-Representative-Work-From-Home-in-Kentucky,Other,False,1,1,1,0,14.0,0,0,1,1,1,62.5,1,1,0,,75.0,what are chewy's customer service hours?,,,,,Customer Help Center
https://careers.chewy.com/us/en/lifeatchewy,Other,False,3,3,1,2,19.0,0,0,1,1,1,20.8,3,1,0,,61.7,how does chewy work,,,,,Customer Help Center - Focused Keywords; Customer Help Center
https://careers.chewy.com/us/en/locations,Other,False,9,9,5,4,11.4,2,3,4,5,5,43.9,6,1,1,,39.4,where does chewy ship from,,,,,Customer Help Center - Focused Keywords; Customer Help Center; N/A
https://careers.chewy.com/us/en/louisville-kentucky-pharmacy-customer-service-and-fulfillment-center-jobs,Other,False,4,4,1,3,18.0,0,0,1,1,1,15.6,4,1,0,,60.0,chewy customer service,,,,,Customer Help Center; 1 - Chewy Branded KWs; Customer Help Center - Focused Keywords
https://careers.chewy.com/us/en/nashville-tn-warehouse-and-fulfillment-center-jobs,Other,False,1,1,1,0,20.0,0,0,1,1,1,62.5,1,1,0,,75.0,what are chewy's customer service hours?,,,,,Customer Help Center
https://careers.chewy.com/us/en/operating-principles,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,chewy blog,,,,,N/A
https://careers.chewy.com/us/en/pharmacy-roles,Other,False,7,7,4,3,13.25,1,1,3,4,4,38.4,6,2,1,,53.6,chewy com pharmacy,,,,,Customer Help Center; 1 - Chewy Branded KWs; Customer Help Center - Focused Keywords
https://careers.chewy.com/us/en/phoenix-arizona-warehouse-and-fulfillment-center-jobs,Other,False,1,1,1,0,24.0,0,0,0,1,1,43.8,1,0,1,,60.0,what are chewy's customer service hours?,,,,,Customer Help Center
https://careers.chewy.com/us/en/privacy-policy,Other,False,1,1,1,0,2.0,1,1,1,1,1,100,0,0,0,,0.0,what is chewy's privacy policy?,,,,,Customer Help Center
https://careers.chewy.com/us/en/search-results,Other,False,3,3,2,1,21.0,0,0,1,2,2,35.4,3,1,1,,63.3,customer service chewy,,,,,Customer Help Center - Focused Keywords
https://careers.chewy.com/us/en/terms,Other,False,35,35,35,0,22.11,0,0,9,35,35,48.6,35,9,26,,63.9,chewy customer service,,,,,Customer Help Center - Focused Keywords; 1 - Chewy Branded KWs; Customer Help Center
https://careers.chewy.com/us/en/transitioning-military-veterans,Other,False,1,1,1,0,13.0,0,0,1,1,1,62.5,1,1,0,,75.0,does chewy offer senior citizen or military discounts?,,,,,Customer Help Center
https://careers.chewy.com/veterinarycareers/us/en/locations,Other,False,1,1,1,0,4.0,0,1,1,1,1,88.8,0,0,0,,0.0,chewy vet,,,,,N/A
https://chewpanions.chewy.com/nicoleandthedogss,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,dog favorites by chewy,,,,,All PLP Rankings
https://cph.chewy.com/home,Other,False,16,16,11,5,17.45,0,2,7,11,11,41.6,14,5,4,,55.6,chewy login,,,,,Chewy Login; 1 - Chewy Branded KWs; N/A
https://image.chewy.com/is/content/catalog/108060_UseAndCareInstructions_PoochieBells._V1487285345_.pdf,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,poochie bells,,,,,Brands Pages
https://image.chewy.com/is/content/catalog/112028_UseAndCareInstructions._V1516291535_.pdf,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,arf pets,,,,,Brands Pages
https://image.chewy.com/is/content/catalog/127458_UseAndCareInstructions._V1509979076_.pdf,Other,False,2,2,0,2,,0,0,0,0,0,0,2,0,0,,55.0,cat mate,,,,,Brands Pages; HVF Pages
https://image.chewy.com/is/content/catalog/157338_PatientInformationSheet._V1547663814_.pdf,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,uniprim,,,,,Brands Pages
https://image.chewy.com/is/content/catalog/235561_UseAndCareInstructions._V1594909926_.pdf,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,pawple,,,,,HV Brands Pages
https://image.chewy.com/is/content/catalog/253049_SizeChart._V1632932770_.pdf,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,chewy dog food phone number,,,,,1 - Chewy Branded KWs; Customer Help Center - Focused Keywords
https://image.chewy.com/is/content/catalog/321745_UseAndCareInstructions._V1632776794_.pdf,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,petfon,,,,,HV Brands Pages
https://image.chewy.com/is/content/catalog/45601_UseAndCareInstructions_K9AdvantixII._V1491572214_.pdf,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,k9 advantix,,,,,HV Brands Pages
https://image.chewy.com/is/content/catalog/49943_PackageInsert._V1562343720_.pdf,Other,False,3,3,0,3,,0,0,0,0,0,0,3,0,0,,55.0,telephone number for chewy,,,,,Customer Help Center - Focused Keywords; 1 - Chewy Branded KWs
https://image.chewy.com/is/content/catalog/58708_PackageInsert._V1604425298_.pdf,Other,False,5,5,0,5,,0,0,0,0,0,0,5,0,0,,55.0,chewy prescription cat food,,,,,Customer Help Center; 1 - Chewy Branded KWs; Customer Help Center - Focused Keywords
https://image.chewy.com/is/content/catalog/61777_FAQ._V1540324616_.pdf,Other,False,37,34,0,37,,0,0,0,0,0,0,37,0,0,,55.0,chewys phone number,,,,,Customer Help Center - Focused Keywords; Customer Help Center; 1 - Chewy Branded KWs
https://image.chewy.com/is/content/catalog/74787_UseAndCareInstructions._V1522248203_.pdf,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,gen7pets cat strollers,,,,,HVF Pages
https://investor.chewy.com/governance/Contact-the-Board/default.aspx,Other,False,10,9,0,10,,0,0,0,0,0,0,10,0,0,,55.0,chewy contact number,,,,,Customer Help Center - Focused Keywords; 1 - Chewy Branded KWs
https://investor.chewy.com/governance/board-of-directors/person-details/default.aspx,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,chewy phone number to talk to a person,,,,,Customer Help Center - Focused Keywords
https://investor.chewy.com/news-and-events/news/news-details/2020/Chewy-Launches-Compounded-Medications-for-Pets-Plans-to-Offer-it-as-a-Service-to-Veterinarians-in-Future/default.aspx,Other,False,9,8,7,2,8.57,4,5,6,7,7,66.1,4,1,1,,27.2,chewy pharmacy pet medications,,,,,Customer Help Center; All PLP Rankings
https://investor.chewy.com/news-and-events/news/news-details/2020/Chewy-Partners-with-GreaterGoodorg-to-Provide-Essentials-to-Animal-Shelters-and-Rescues/default.aspx,Other,False,3,3,2,1,14.5,0,1,1,2,2,44.2,2,0,1,,38.3,chewy donation request,,,,,Customer Help Center; N/A
https://investor.chewy.com/news-and-events/news/news-details/2021/Chewy-Launches-Innovative-Marketplace-Service-for-Veterinarians-to-Grow-Clinic-Revenues-Streamline-Shopping-Experience/default.aspx,Other,False,5,4,2,3,3.5,1,2,2,2,2,37.8,3,0,0,,33.0,chewy practice hub,,,,,N/A; Customer Help Center
https://investor.chewy.com/news-and-events/news/news-details/2021/Chewy-Matches-Customer-Donations-in-Honor-of-Giving-Tuesday-Surpassing-30M-in-Total-Donations-for-2021/default.aspx,Other,False,1,1,1,0,20.0,0,0,1,1,1,62.5,1,1,0,,75.0,chewy wishlist,,,,,N/A
https://investor.chewy.com/news-and-events/news/news-details/2022/Chewy-Launches-CarePlus-Making-Wellness-and-Insurance-Plans-Available-to-Millions-of-Pet-Parents/default.aspx,Other,False,1,1,1,0,8.0,0,1,1,1,1,88.8,0,0,0,,0.0,careplus by chewy,,,,,N/A
https://investor.chewy.com/news-and-events/news/news-details/2022/Chewy-Surpasses-100M-in-Donated-Food-Supplies-to-Support-Shelter-and-Rescue-Pets-in-Need/default.aspx,Other,False,2,2,2,0,8.0,0,1,2,2,2,75.6,1,1,0,,37.5,chewy donation request,,,,,Customer Help Center; N/A
https://investor.chewy.com/news-and-events/news/news-details/2024/Chewy-Claus-is-Back-to-Help-Thousands-of-Pets-Find-Loving-Homes-Spread-Holiday-Magic/default.aspx,Other,False,1,1,1,0,4.0,0,1,1,1,1,88.8,0,0,0,,0.0,chewy claus 2024,,,,,N/A
https://investor.chewy.com/news-and-events/news/news-details/2025/Chewy-Claus-is-Back-to-Spread-Cheer-Grant-Wishes-and-Celebrate-the-Enduring-Bonds-Between-Pets-and-Their-People/default.aspx,Other,False,6,5,6,0,9.33,2,3,6,6,6,79.4,3,3,0,,37.5,chewy claus,,,,,N/A
https://investor.chewy.com/news-and-events/news/news-details/2025/Chewy-Launches-Get-Real-A-New-Healthy-Fresh-Food-for-Dogs/default.aspx,Other,False,1,1,1,0,16.0,0,0,1,1,1,62.5,1,1,0,,75.0,how does chewy ship fresh,,,,,Customer Help Center
https://pet-health-content-media.chewy.com/wp-content/uploads/2025/12/04191314/Chewy-CareSheet-CornSnake-CMYK-FINAL-1.pdf,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,corn snake habitat requirements,,,,,Topical Authority
https://pet-health-content-media.chewy.com/wp-content/uploads/2026/02/11162659/2586500-2026-01-BLG-GuineaPig-CareSheet.pdf,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,chewy guinea pig,,,,,N/A
https://www.chewy.com/,Other,False,344,324,280,64,7.55,121,201,258,280,280,69.0,143,57,22,,26.5,chewy,,,,,Customer Help Center - Focused Keywords; 1 - Chewy Branded KWs; N/A; Customer Help Center; All PLP Rankings
https://www.chewy.com/101-dog-tricks-step-by-step/dp/160479,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,1.0,43.5,kyra sundance dog books,fail,fail,weak,weak,HVF Pages
https://www.chewy.com/2-hounds-design-freedom-no-pull-nylon/dp/136936,PDP,True,1,1,1,0,15.0,0,0,1,1,1,62.5,1,1,0,9.0,63.7,2 hounds harness review,partial,partial,partial,weak,N/A
https://www.chewy.com/2-hounds-design-freedom-no-pull-nylon/product-reviews/136894,Other,False,1,1,1,0,22.0,0,0,0,1,1,43.8,1,0,1,,60.0,2 hounds harness review,,,,,N/A
https://www.chewy.com/21st-century-essential-pet-allergy/product-reviews/192825,Other,False,2,2,2,0,13.5,0,1,2,2,2,75.6,1,1,0,,37.5,21st century essential pet,,,,,HVF Pages; HV Brands Pages
https://www.chewy.com/21st-century-essential-pet-clean-ear/product-reviews/180837,Other,False,2,2,0,2,,0,0,0,0,0,0,2,0,0,,55.0,21st century essential pet,,,,,HVF Pages; HV Brands Pages
https://www.chewy.com/21st-century-essential-pet-daily/product-reviews/192823,Other,False,1,1,1,0,20.0,0,0,1,1,1,62.5,1,1,0,,75.0,21st century essential pet,,,,,HV Brands Pages
https://www.chewy.com/21st-century-essential-pet-medicated/product-reviews/180815,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,21st century essential pet,,,,,HV Brands Pages
https://www.chewy.com/21st-century-essential-pet-medicated/product-reviews/180833,Other,False,1,1,1,0,3.0,1,1,1,1,1,100,0,0,0,,0.0,21st century essential pet dog,,,,,HVF Pages
https://www.chewy.com/21st-century-essential-pet-pill-gun/product-reviews/188150,Other,False,1,1,1,0,27.0,0,0,0,1,1,43.8,1,0,1,,60.0,best pill gun for cats,,,,,N/A
https://www.chewy.com/21st-century-essential-pet-probiotics/product-reviews/180835,Other,False,2,2,2,0,28.5,0,0,0,2,2,43.8,2,0,2,,60.0,21st century essential pet,,,,,HVF Pages; HV Brands Pages
https://www.chewy.com/21st-century-essential-pet-puppy/product-reviews/188126,Other,False,1,1,1,0,5.0,0,1,1,1,1,88.8,0,0,0,,0.0,21st century essential pet,,,,,HV Brands Pages
https://www.chewy.com/21st-century-essential-pet-wound/product-reviews/188148,Other,False,2,1,0,2,,0,0,0,0,0,0,2,0,0,,55.0,21st century essential pet,,,,,HV Brands Pages
https://www.chewy.com/3-dog-pet-supply-car-seat-protector/product-reviews/703182,Other,False,2,1,2,0,8.5,0,2,2,2,2,88.8,0,0,0,,0.0,3 dog pet supply,,,,,HV Brands Pages
https://www.chewy.com/3-dog-pet-supply-ez-wash-premium/product-reviews/245068,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,3 dog pet supply,,,,,HV Brands Pages
https://www.chewy.com/3-dog-pet-supply-quilted-car-back/product-reviews/245041,Other,False,1,1,1,0,18.0,0,0,1,1,1,62.5,1,1,0,,75.0,3 dog pet supply,,,,,HV Brands Pages
https://www.chewy.com/4-legger-organic-hypo-allergenic/product-reviews/224817,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,4-legger,,,,,HV Brands Pages
https://www.chewy.com/4knines-rear-fitted-seat-cover/dp/158387,PDP,True,1,1,1,0,15.0,0,0,1,1,1,62.5,1,1,0,2.0,59.8,grey dog car seat covers,fail,fail,weak,weak,HVF Pages
https://www.chewy.com/4knines-rear-fitted-seat-cover/product-reviews/158370,Other,False,1,1,1,0,16.0,0,0,1,1,1,62.5,1,1,0,,75.0,4knines,,,,,Brands Pages
https://www.chewy.com/5-baker-200-gram-horse-foal-pony/dp/4547478,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,1.0,43.5,foal sheet,full,full,full,partial,HVSP Pages
https://www.chewy.com/5strands-food-environmental/product-reviews/565550,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,5strands cat test kits,,,,,HVF Pages
https://www.chewy.com/5strands-food-intolerance-test-dog/dp/565574,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,6.0,47.5,5 strands review,fail,fail,fail,fail,N/A
https://www.chewy.com/5strands-food-intolerance-test-dog/product-reviews/565566,Other,False,5,5,5,0,24.0,0,0,1,5,5,47.5,5,1,4,,63.0,5strands reviews,,,,,Brand Reviews OP27; N/A
https://www.chewy.com/5strands-food-intolerance-testing/product-reviews/202599,Other,False,8,8,8,0,8.25,0,7,8,8,8,85.5,1,1,0,,9.4,5strands reviews,,,,,Brand Reviews OP27; N/A; HVF Pages
https://www.chewy.com/9-lives-chicken-turkey-flavor-crunchy/product-reviews/228601,Other,False,1,1,1,0,14.0,0,0,1,1,1,62.5,1,1,0,,75.0,9 lives cat treats reviews,,,,,N/A
https://www.chewy.com/9-lives-daily-essentials-chicken-beef/dp/3525926,PDP,True,1,1,1,0,8.0,0,1,1,1,1,88.8,0,0,0,1.0,2.2,9 lives dry cat food,full,full,full,weak,HVF Pages
https://www.chewy.com/9-lives-gravy-favorites-variety-pack/product-reviews/127838,Other,False,2,2,1,1,25.0,0,0,0,1,1,21.9,2,0,1,,57.5,9 lives wet cat food review,,,,,N/A
https://www.chewy.com/9-lives-meaty-favorites-variety-pack/product-reviews/127844,Other,False,1,1,1,0,6.0,0,1,1,1,1,88.8,0,0,0,,0.0,9lives cat food review,,,,,Brand Reviews OP27
https://www.chewy.com/9-lives-meaty-pate-real-chicken/dp/3678558,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,1.0,43.5,9 lives pate cat food,full,full,full,partial,HVF Pages
https://www.chewy.com/9-lives-ocean-medley-flavor-soft-cat/product-reviews/228603,Other,False,1,1,1,0,3.0,1,1,1,1,1,100,0,0,0,,0.0,9 lives cat treats reviews,,,,,N/A
https://www.chewy.com/9-lives-outdoor-complete-dry-cat-food/product-reviews/1040990,Other,False,7,7,4,3,11.0,0,2,4,4,4,43.2,5,2,0,,45.0,9 lives cat food review,,,,,Brand Reviews OP27; N/A
https://www.chewy.com/9-lives-pate-favorites-variety-pack/dp/3678510,PDP,True,2,2,2,0,9.5,0,1,2,2,2,75.6,1,1,0,1.0,30.4,9 lives cat litter reviews,partial,partial,partial,weak,N/A
https://www.chewy.com/9-lives-plus-care-tuna-egg-flavor-dry/product-reviews/127438,Other,False,5,4,4,1,16.5,0,0,3,4,4,46.2,5,3,1,,68.0,9 lives cat food review,,,,,Brand Reviews OP27; N/A
https://www.chewy.com/9-lives-poultry-beef-favorites/product-reviews/127832,Other,False,3,3,0,3,,0,0,0,0,0,0,3,0,0,,55.0,9lives cat food reviews,,,,,N/A; Brand Reviews OP27
https://www.chewy.com/9-lives-protein-plus-tuna-liver/product-reviews/176566,Other,False,2,2,0,2,,0,0,0,0,0,0,2,0,0,,55.0,9 lives wet cat food review,,,,,N/A
https://www.chewy.com/9-lives-seafood-poultry-favorites/product-reviews/127856,Other,False,1,1,1,0,17.0,0,0,1,1,1,62.5,1,1,0,,75.0,9 lives cat litter reviews,,,,,N/A
https://www.chewy.com/9-lives-super-supper/product-reviews/41519,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,9lives cat food review,,,,,Brand Reviews OP27
https://www.chewy.com/97-ways-to-make-dog-smile/product-reviews/151489,Other,False,1,1,1,0,12.0,0,0,1,1,1,62.5,1,1,0,,75.0,make a dog smile reviews,,,,,Brand Reviews OP27
https://www.chewy.com/9lives-real-chicken-tuna-pate-wet-cat/product-reviews/3773398,Other,False,4,4,4,0,15.5,0,2,2,4,4,66.2,2,0,2,,30.0,9 lives wet cat food review,,,,,N/A
https://www.chewy.com/a-better-treat-pumpkin-organic-freeze/dp/906414,PDP,True,1,1,1,0,8.0,0,1,1,1,1,88.8,0,0,0,1.0,2.2,a better treat,full,full,full,full,HV Brands Pages
https://www.chewy.com/a-better-treat-raw-salmon-dog-freeze/product-reviews/793894,Other,False,1,1,1,0,20.0,0,0,1,1,1,62.5,1,1,0,,75.0,a better treat,,,,,HV Brands Pages
https://www.chewy.com/abdragons-live-black-cleaner-beetles/product-reviews/354707,Other,False,1,1,1,0,18.0,0,0,1,1,1,62.5,1,1,0,,75.0,abdragons,,,,,HV Brands Pages
https://www.chewy.com/abdragons-live-dubia-roaches-reptile/product-reviews/354643,Other,False,1,1,1,0,15.0,0,0,1,1,1,62.5,1,1,0,,75.0,abdragons,,,,,HV Brands Pages
https://www.chewy.com/abdragons-live-silkworms-reptile-food/dp/1425574,PDP,True,1,1,1,0,18.0,0,0,1,1,1,62.5,1,1,0,3.0,60.7,live silkworms,full,full,full,full,PLP - Seer Taxonomy
https://www.chewy.com/abdragons-live-silkworms-reptile-food/product-reviews/1425558,Other,False,1,1,1,0,12.0,0,0,1,1,1,62.5,1,1,0,,75.0,abdragons,,,,,HV Brands Pages
https://www.chewy.com/absolutely-clean-bird-cage-cleaner/product-reviews/323392,Other,False,2,2,2,0,20.5,0,0,1,2,2,53.1,2,1,1,,67.5,cockatiel cleaner,,,,,PLP Content 2025 - Content Refreshes - Batch 4; Contextual URLs June 2025; PLP - Seer Taxonomy
https://www.chewy.com/absolutely-clean-small-animal-cage/dp/323385,PDP,True,2,2,1,1,16.0,0,0,1,1,1,31.2,2,1,0,1.0,51.0,deals on small animal deodorizers,partial,partial,partial,weak,Savings - Deals - Dog; All PLP Rankings
https://www.chewy.com/absolutely-clean-small-animal-cage/dp/323387,PDP,True,1,1,1,0,20.0,0,0,1,1,1,62.5,1,1,0,1.0,58.5,cage cleaners and deodorizors for your new rabbit,fail,fail,weak,weak,All PLP Rankings
https://www.chewy.com/absorbine-fungasol-fungal-treatment/dp/226121,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,1.0,43.5,absorbine horse shampoo,full,full,full,weak,HVF Pages
https://www.chewy.com/absorbine-fungasol-fungal-treatment/product-reviews/226120,Other,False,1,1,1,0,5.0,0,1,1,1,1,88.8,0,0,0,,0.0,absorbine horse shampoo,,,,,HVF Pages
https://www.chewy.com/absorbine-showsheen-2-in-1-horse/dp/226168,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,1.0,43.5,absorbine horse shampoo,full,full,full,partial,HVF Pages
https://www.chewy.com/absorbine-ultrashield-gold-horse/dp/1552342,PDP,True,1,1,1,0,15.0,0,0,1,1,1,62.5,1,1,0,1.0,58.5,absorbine horse fly spray,full,full,full,partial,HVF Pages
https://www.chewy.com/absorbine-ultrashield-red-insecticide/dp/226202,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,1.0,43.5,absorbine horse fly spray,full,full,full,weak,HVF Pages
https://www.chewy.com/absorbine-veterinary-sore-muscle/dp/168364,PDP,True,2,2,2,0,15.0,0,0,2,2,2,62.5,2,2,0,7.0,63.0,absorbine,full,full,full,full,Brands Pages; Best of OPPORTUNITY
https://www.chewy.com/absorbine-veterinary-topical/dp/226106,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,2.0,44.8,absorbine,full,full,full,full,Brands Pages
https://www.chewy.com/acana-appalachian-ranch-grain-free/product-reviews/34841,Other,False,2,2,1,1,25.0,0,0,0,1,1,21.9,2,0,1,,57.5,acana dog food review,,,,,Brands Pages; N/A
https://www.chewy.com/acana-classics-chicken-barley-recipe/dp/1053966,PDP,True,1,1,1,0,7.0,0,1,1,1,1,88.8,0,0,0,1.0,2.2,acana classics,full,full,full,full,HVSP Pages - OP FY26
