page_type,category,issue,normalized_url,matched_botify,recommendation,evidence_value,title,title_length,meta_description,meta_description_length,main_keyword,h1,h1_count,url_slug,canonical_points_to_self,in_sitemaps,noindex,nofollow,breadcrumb_exists,product_exists,offer_exists,faq_exists,unique_inlinks,unique_outlinks,depth,lcp_status,lcp_value,cls_status,cls_value,inp_status,inp_value,ranking_keyword_rows,distinct_keywords,avg_current_rank,top10_keywords,quick_win_11_20_keywords,striking_distance_21_50_keywords,lost_or_unranked_keywords,botify_audience_keywords_to_90pct
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/horse/riding-and-management,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,"Horse Riding & Management: Daily Routines, Gear Care & More | Chewy",67,"Explore riding techniques and barn management tips in the Horse Riding & Management Education Hub. Explore expert tips on horse riding and management, including barn upkeep, gear care, and how to support your horse through every season.",236,,Riding & Management,1,riding-and-management,True,True,False,False,False,False,False,False,318249,314,1,,,,,,,,,,,,,,1.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/horse/tack-and-stable,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,"Horse Tack & Stable: Tack Room Setup, Cleaning Tips & More | Chewy",66,"Learn how to choose, care for, and organize your tack and stable essentials in the Horse Tack & Stable Hub. Explore horse tack and stable tips for gear care, barn management, cleaning routines, and creating efficient, well-organized spaces.",240,chewy horse supplies,Tack & Stable,1,tack-and-stable,True,True,False,False,False,False,False,False,318249,319,1,,,,,,,1,1,,0,0,0,1,1.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/horse/training-and-behavior,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,"Horse Training & Behavior: Body Language, Consistency & More | Chewy",68,"Learn horse training and behavior techniques to improve groundwork, reduce unwanted habits, build trust, and better understand your horse’s signals.",148,equine behavior training,Horse Training & Behavior,1,training-and-behavior,True,True,False,False,False,False,False,False,318249,312,1,,,,,,,2,2,29.5,0,0,2,0,1.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/fish,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,"Fish Care Articles, Tips, Information, & Guides | Chewy",55,"Explore fish care guides, tank setup tips, and species-specific education in the Fish Education Hub. Discover our fish guides with expert tips on care, feeding, and maintenance. Learn how to keep all types of fish healthy, happy, and thriving every day.",253,,Fish,1,fish,True,True,False,False,False,False,False,False,318249,344,1,,,,,,,,,,,,,,1.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/fish/betta-fish,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Betta Fish Care and Maintenance Tips for Healthy Tanks & More | Chewy,69,"Discover betta fish care tips and tank maintenance advice for feeding, cleaning, and keeping your betta healthy and vibrant from Chewy Education.",145,,Betta Fish,1,betta-fish,True,True,False,False,False,False,False,False,318249,310,1,,,,,,,,,,,,,,1.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/fish/freshwater-fish,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,"Freshwater Fish Care: Feeding, Tank Setup Guides & More | Chewy",63,"Discover freshwater fish care guides to help with daily maintenance, tank cleaning, feeding routines, and creating a healthy aquatic habitat.",141,freshwater fish aquarium,Freshwater Fish,1,freshwater-fish,True,True,False,False,False,False,False,False,318249,319,1,,,,,,,2,2,15.0,1,0,1,0,1.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/fish/goldfish,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,"Goldfish Care: Feeding, Tank Cleaning, and Maintenance & More | Chewy",69,"Discover goldfish care and tank maintenance tips to support clean water, proper feeding, and a healthy environment for your aquatic companion.",142,goldfish care,Goldfish,1,goldfish,True,True,False,False,False,False,False,False,318249,305,1,,,,,,,4,3,23.25,0,2,2,0,1.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/fish/saltwater-fish,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,"Saltwater Fish Care: Tank Guides, Feeding Tips & More | Chewy",61,"Learn saltwater fish care with expert tank guides on setup, lighting, feeding, and maintenance to build a healthy marine environment from Chewy Education.",154,chewy fish tank,Saltwater Fish,1,saltwater-fish,True,True,False,False,False,False,False,False,318249,315,1,,,,,,,2,2,15.0,0,1,0,1,1.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/fish/fish-pond,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,"Fish Pond Setup, Feeding Guides, Maintenance & More | Chewy",59,"Discover fish pond maintenance tips and expert guides on feeding, seasonal upkeep, and water quality for a thriving outdoor aquatic environment.",144,chewy pond supplies,Fish Pond,1,fish-pond,True,True,False,False,False,False,False,False,318249,308,1,,,,,,,1,1,2.0,1,0,0,0,1.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/fish/health-and-wellness,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,"Fish Health: Common Diseases, Symptoms, Treatment & More | Chewy",64,"Learn how to monitor fish health with tips on spotting illness, maintaining clean water, reducing stress, and treating common aquarium diseases.",144,goldfish losing scales,Fish Health & Wellness,1,health-and-wellness,True,True,False,False,False,False,False,False,318249,310,1,,,,,,,3,3,19.67,0,2,1,0,1.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/cat-breeds,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Cat Breeds | Chewy,18,The Complete List of Cat Breeds: Find Your Cat Breed Match,58,,Cat Breeds,1,cat-breeds,True,True,False,False,True,False,False,False,318249,318,1,,,,,,,,,,,,,,1.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/cat-breeds/siamese,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,"Siamese Cat Breed: Characteristics, Care & Photos | Chewy",57,"The Siamese is a beautiful, active, and talkative cat breed. Learn if Siamese kittens and cats are right for you.",113,siamese,Siamese Cat,1,siamese,True,True,False,False,True,False,False,True,318249,332,1,,,,,,,1,1,28.0,0,0,1,0,116.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/cat-breeds/savannah-cat,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,"Savannah Cat Breed: Characteristics, Care & Photos | Chewy",58,The Savannah cat breed is a large and spotted cat descended from the wild African Serval. Learn if a Savannah is the bets fit for you.,134,,Savannah Cat,1,savannah-cat,True,True,False,False,True,False,False,True,318249,327,1,,,,,,,,,,,,,,28.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/cat-breeds/persian-cat,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,"Persian Cat Breed: Characteristics, Care & Photos | Chewy",57,The Persian cat is a flat-faced breed with a plush coat and calm temperament. Learn if a Persian kitten or cat is right for you.,128,,Persian Cat,1,persian-cat,True,True,False,False,True,False,False,True,318249,329,1,,,,,,,,,,,,,,39.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/bird,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,"Pet Bird Care & Tips | Guide to Happy, Healthy Birds | Chewy",60,"Discover everything you need to know about bird care, feeding, training, and enrichment in the Bird Education Hub. Discover expert tips on pet bird care, feeding, training, and choosing the right bird. Help your feathered friend thrive with our helpful guides.",260,peach fronted conure toys,Bird,1,bird,True,True,False,False,False,False,False,False,318249,364,1,,,,,,,5,4,31.0,0,0,1,4,2.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/farm-animal,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Farm Animal Information: Care Tips and Helpful Guides | Chewy,61,"Learn how to care for farm animals with trusted tips on feeding, housing, and health in the Farm Animal Education Hub. Discover how to care for farm animals with expert tips and guides from Chewy Education.",206,,Farm Animal,1,farm-animal,True,True,False,False,False,False,False,False,318249,325,1,,,,,,,,,,,,,,1.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/small-pet/ferret,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,"Ferret Care: Feeding, Grooming, and Behavior Information | Chewy",64,"Ferret care tips and expert information on feeding, housing, behavior, and enrichment to help your pet thrive from Chewy Education.",131,depressed ferret,Ferret,1,ferret,True,True,False,False,False,False,False,False,318249,320,1,,,,,,,5,5,8.0,1,1,0,3,1.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/small-pet/guinea-pig,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,"Guinea Pig Care Tips, Information, & Maintenance | Chewy",56,"Discover trusted tips on guinea pig care, feeding, and bonding in the Guinea Pig Education Hub. Learn guinea pig care, maintenance tips, and trusted information on feeding, grooming, and daily routines for happy, healthy pets from Chewy Education.",247,chewy guinea pig,Guinea Pig,1,guinea-pig,True,True,False,False,False,False,False,False,318249,322,1,,,,,,,2,2,7.0,1,0,0,1,2.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/small-pet/hamster,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Hamster Care and Habitat Tips with Key Information | Chewy,58,"Get expert advice on hamster care, cages, enrichment, and nutrition in our Hamster Education Hub. Learn hamster care with expert tips and reliable information on feeding, habitat setup, enrichment, and more from Chewy Education.",228,do hamsters smell,Hamster,1,hamster,True,True,False,False,False,False,False,False,318249,322,1,,,,,,,3,3,13.5,0,2,0,1,1.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/small-pet/rabbit,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Rabbit Care Tips and Information for a Healthy Bunny | Chewy,60,"Learn about rabbit nutrition, housing, grooming, and more in the Rabbit Education Hub. Discover rabbit care tips and detailed information to help keep your bunny happy, healthy, and well cared for at home from the Chewy Education experts.",238,chewy rabbit,Rabbit,1,rabbit,True,True,False,False,False,False,False,False,318249,323,1,,,,,,,1,1,6.0,1,0,0,0,22.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/small-pet/rat-and-mouse,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Pet Rat & Mouse Care Tips and Helpful Pet Information | Chewy,61,"Learn mouse and pet rat care with expert tips and trusted information on feeding, habitat setup, and enrichment. From the experts at Chewy Education.",149,rat rolling,Pet Rat & Mouse,1,rat-and-mouse,True,True,False,False,False,False,False,False,318249,320,1,,,,,,,3,3,,0,0,0,3,1.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/reptile-and-amphibian,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Reptile & Amphibian Care and Maintenance Guides | Chewy,55,"Explore care tips, habitat guides, and feeding advice for reptiles and amphibians in this education hub. Discover care guides and maintenance tips for reptiles and amphibians, from tank setup to daily routines and health basics from the experts at Chewy Education.",264,chewy reptile,Reptile & Amphibian,1,reptile-and-amphibian,True,True,False,False,False,False,False,False,318249,351,1,,,,,,,1,1,5.0,1,0,0,0,2.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/small-pet/sugar-glider,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Sugar Glider Education Hub | Chewy,34,"Learn how to care for sugar gliders with expert tips on bonding, feeding, and habitat design.",93,,Sugar Glider,1,sugar-glider,True,True,False,False,False,False,False,False,318249,307,1,,,,,,,,,,,,,,1.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/dog/pet-parenting/ready-to-hit-the-hiking-trail-with-your-dog-heres-everything-you-need-to-know,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Hiking With Dogs: Safety Tips and Essential Gear | Chewy,56,"Learn trail safety tips, must-have gear, and expert advice to keep your dog healthy and happy on your next hike.",112,,Hiking With Dogs: Safety Tips and Essential Gear,1,ready-to-hit-the-hiking-trail-with-your-dog-heres-everything-you-need-to-know,True,True,False,False,False,False,False,False,41,342,2,,,,,,,,,,,,,,1.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/dog/pet-parenting/dog-cat-fireworks-safety,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,How To Keep Dogs and Cats Calm During Fireworks | Chewy,55,"Fireworks can scare pets. Learn how to create a safe space, reduce noise, prevent escapes, and help dogs and cats stay calm.",124,,How To Keep Dogs and Cats Calm During Fireworks,1,dog-cat-fireworks-safety,True,False,False,False,False,False,False,False,248,336,2,,,,,,,,,,,,,,
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/dog/pet-parenting/dog-cat-summer-road-trip-safety,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,How To Keep Dogs and Cats Safe on Summer Road Trips | Chewy,59,"Planning a road trip with your pet? Use these vet-approved tips to keep dogs and cats safe, comfortable, and calm on summer drives.",131,,How To Keep Dogs and Cats Safe on Summer Road Trips,1,dog-cat-summer-road-trip-safety,True,False,False,False,False,False,False,False,248,317,2,,,,,,,,,,,,,,
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/dog/pet-parenting/dog-easter-egg-hunt,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,How To DIY a Dog Easter Egg Hunt for Your Pup | Chewy,53,"Learn how to create a safe, fun dog Easter egg hunt with treats and toys. Follow expert tips to plan an Easter egg hunt for dogs.",129,easter egg hunt for dogs,How To DIY a Dog Easter Egg Hunt for Your Pup,1,dog-easter-egg-hunt,True,True,False,False,False,False,False,False,196,318,2,,,,,,,1,1,19.0,0,1,0,0,1.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/dog/pet-parenting/walking-dog-at-night,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,5 Crucial Tips for Walking a Dog at Night | Chewy,49,"Learn how to walk your dog at night safely with visibility gear, expert tips, and essential nighttime walking products.",119,what time should i walk my dog at night,5 Crucial Tips for Walking a Dog at Night,1,walking-dog-at-night,True,True,False,False,False,False,False,False,196,323,2,,,,,,,2,2,3.5,2,0,0,0,4.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/dog/pet-parenting/how-to-create-a-pet-friendly-home,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,How To Create a Pet-Friendly Home | Chewy,41,Creating a safe space for your pet is a key part of pet parenthood. Learn how to pet-proof your home.,101,,How To Create a Pet-Friendly Home,1,how-to-create-a-pet-friendly-home,True,True,False,False,False,False,False,False,88,339,2,,,,,,,,,,,,,,1.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/dog/pet-parenting/dog-beach-checklist,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,11 Dog Beach Essentials for the Ultimate Beach Day | Chewy,58,"Packing the right dog beach essentials can make all the difference. From fresh water to sun protection, here’s what to bring for a safe trip.",141,dog beach accessories,"11 Dog Beach Essentials for the Ultimate, Pup-Friendly Beach Day",1,dog-beach-checklist,True,True,False,False,False,False,False,False,7,348,2,,,,,,,3,3,2.33,3,0,0,0,41.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/dog/pet-parenting/should-i-get-a-dog,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Should I Get a Dog? 8 Questions To Ask l Chewy,46,Thinking about getting a dog? Here’s what to ask yourself in preperation before you bring home a new bestie.,108,should i get a dog,Should I Get a Dog? 8 Questions to Ask Before Bringing Home a Pup,1,should-i-get-a-dog,True,True,False,False,False,False,False,False,4,353,2,,,,,,,4,4,13.0,2,0,1,1,8.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/dog/pet-parenting/must-have-items-for-your-pet-emergency-kit,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Must-Have Items for Your Pet Emergency Kit | Chewy,50,A pet emergency kit is important for severe weather and other emergencies. Learn what to include in your pet’s kit here.,120,dog emergency kit,Must-Have Items for Your Pet Emergency Kit,1,must-have-items-for-your-pet-emergency-kit,True,True,False,False,False,False,False,False,16,356,2,,,,,,,1,1,5.0,1,0,0,0,4.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/dog/general/do-dogs-like-hugs,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Do Dogs Like Hugs? | Chewy,26,Hugging comes naturally but do dogs like hugs? Find out if your dog’s down for a cozy squeeze or if they need some personal space.,130,do dogs like hugs,Do Dogs Like Hugs? How to Tell If Your Pup’s a Fan,1,do-dogs-like-hugs,True,True,False,False,False,False,False,False,8,334,2,,,,,,,2,2,3.5,2,0,0,0,31.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/dog/pet-parenting/how-to-prepare-for-a-hurricane-if-you-have-pets,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,How To Prepare for a Hurricane if You Have Pets | Chewy,55,Get ready for hurricane season and prepare for the worst with tips from veterinarians.,86,,How To Prepare for a Hurricane if You Have Pets,1,how-to-prepare-for-a-hurricane-if-you-have-pets,True,True,False,False,False,False,False,False,6,342,2,,,,,,,,,,,,,,1.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/dog/health-and-wellness/what-is-a-pet-microchip,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,What Is a Pet Microchip? | Chewy,32,"A pet microchip can help bring lost pets home, but what is a pet microchip and what info do they store? Learn how microchipping works.",134,pet microchip,What Is a Pet Microchip?,1,what-is-a-pet-microchip,True,True,False,False,False,False,False,False,22,320,2,,,,,,,3,3,17.33,0,2,1,0,14.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/dog/pet-parenting/dog-pool-party,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Summer Is Pool Party Season—for You and Your Dog | Chewy,56,"Dog pool parties are a hot trend this summer, and Frisco by Chewy has everything you need to splash down with your pup.",119,,Summer Is Pool Party Season—for You and Your Dog,1,dog-pool-party,True,True,False,False,False,False,False,False,4,326,2,,,,,,,,,,,,,,1.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/dog/grooming/muddy-dog-paws,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,8 Ways To Prevent Muddy Dog Paws This Winter | Chewy,52,Struggling with muddy dog paws? Explore our how-to guide for top tips on keeping your dog's paws clean and your home mess-free.,127,muddy dog in house,8 Ways To Prevent Muddy Dog Paws This Winter,1,muddy-dog-paws,True,True,False,False,False,False,False,False,8,329,2,,,,,,,2,2,11.5,0,2,0,0,1.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/dog/training-and-behavior/15-minute-games-to-play-with-dogs,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Games With Dogs: 15-Minute Games You Can Play | Chewy,53,Want to play with a dog and keep them entertained? Try these 15-minute games with dogs to amp up playtime and strengthen your bond.,131,dog games,15-Minute Games You Can Play With Your Dog,1,15-minute-games-to-play-with-dogs,True,True,False,False,False,False,False,False,61,332,2,,,,,,,5,5,17.5,1,1,2,1,10.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/dog/pet-parenting/the-best-dog-friendly-coffee-shops-in-each-state,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,The Best Dog-Friendly Coffee Shops in Each State | Chewy,56,Get your caffeine fix with your pup by your side at these top dog-friendly coffee shops throughout the U.S.,107,,The Best Dog-Friendly Coffee Shops in Each State,1,the-best-dog-friendly-coffee-shops-in-each-state,True,True,False,False,False,False,False,False,5,316,2,,,,,,,,,,,,,,1.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/dog/training-and-behavior/best-puppy-toys,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,7 Best Puppy Toys for Your New Dog | Chewy,42,"From plush toys to puzzles, these top-rated puppy toys are the No.1 picks for pet parents who want to bond with their new dog.",126,puppy toys,7 Best Puppy Toys You Need for Your New Dog,1,best-puppy-toys,True,True,False,False,False,False,False,False,9,320,2,,,,,,,2,2,25.0,0,0,1,1,3.0
Editorial,Speed,Speed measurement missing,https://www.chewy.com/education/dog/new-dog/how-to-puppy-proof-your-house,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,How To Puppy-Proof Your House: 30 Safety Tips | Chewy,53,How to puppy-proof your house made simple: Secure your home and prevent accidents with this advice for puppy parents.,117,puppy proofing apartment,How To Puppy-Proof Your House: 30 Safety Tips,1,how-to-puppy-proof-your-house,True,True,False,False,False,False,False,False,122,328,2,,,,,,,3,3,9.5,1,1,0,1,8.0
