page_type,category,issue,normalized_url,matched_botify,recommendation,evidence_value,title,title_length,meta_description,meta_description_length,main_keyword,h1,h1_count,url_slug,canonical_points_to_self,in_sitemaps,noindex,nofollow,breadcrumb_exists,product_exists,offer_exists,faq_exists,unique_inlinks,unique_outlinks,depth,lcp_status,lcp_value,cls_status,cls_value,inp_status,inp_value,ranking_keyword_rows,distinct_keywords,avg_current_rank,top10_keywords,quick_win_11_20_keywords,striking_distance_21_50_keywords,lost_or_unranked_keywords,botify_audience_keywords_to_90pct
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/puppy-food-2170478,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Royal Canin Puppy Food - Free shipping | Chewy,46,Shop Chewy for low prices and the best Puppy Food! We carry a large selection and the top brands like American Journey and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,227,royal canin puppy food,Royal Canin Puppy Food,1,puppy-food,True,True,False,False,True,False,False,False,6,341,2,,,,,,,1,1,,0,0,0,1,2.0
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/royal-canin-dog-food-150798,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Royal Canin Dog Food - Free shipping | Chewy,44,Shop Chewy for low prices and the best Royal Canin Dog Food! We carry a large selection and the top brands like American Journey and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,237,,Royal Canin Dog Food,1,royal-canin-dog-food,False,False,False,False,True,False,False,False,5,359,2,,,,,,,,,,,,,,
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/shop-by-dog-10546,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Royal Canin Veterinary Diet For Dogs - Free shipping | Chewy,60,Shop Chewy for low prices and the best Shop by Dog! We carry a large selection and the top brands like Royal Canin Veterinary Diet and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,239,,Royal Canin Veterinary Diet For Dogs,1,shop-by-dog,True,True,False,False,True,False,False,False,17,348,2,,,,,,,,,,,,,,1.0
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/supplements-treats-2030558,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Royal Canin Dog Supplements & Treats - Free shipping | Chewy,60,Shop Chewy for low prices and the best Supplements & Treats! We carry a large selection and the top brands like American Journey and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,237,,Royal Canin Dog Supplements & Treats,1,supplements-treats,True,True,False,False,True,False,False,False,6,309,2,,,,,,,,,,,,,,
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/dry-food-150814,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Royal Canin Dry Dog Food - Free shipping | Chewy,48,Shop Chewy for low prices and the best Dry Food! We carry a large selection and the top brands like American Journey and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,225,royal canin adult dry dog food,Royal Canin Dry Dog Food,1,dry-food,True,True,False,False,True,False,False,False,8,343,2,,,,,,,1,1,,0,0,0,1,4.0
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/wet-food-150870,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Royal Canin Wet Dog Food - Free shipping | Chewy,48,Shop Chewy for low prices and the best Wet Food! We carry a large selection and the top brands like American Journey and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,225,royal canin adult wet dog food,Royal Canin Wet Dog Food,1,wet-food,True,True,False,False,True,False,False,False,6,341,2,,,,,,,4,4,3.0,2,0,0,2,5.0
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/gently-cooked-meals-166518,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Royal Canin Gently Cooked Meals for Dogs - Free shipping | Chewy,64,Shop Chewy for low prices and the best Gently Cooked Meals! We carry a large selection and the top brands like American Journey and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,236,,Royal Canin Gently Cooked Meals for Dogs,1,gently-cooked-meals,True,True,False,False,True,False,False,False,6,307,2,,,,,,,,,,,,,,1.0
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/royal-canin-breed-type-nutrition-7488,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Royal Canin Breed Type Nutrition for Dogs - Free shipping | Chewy,65,Shop Chewy for low prices and the best Royal Canin Breed Type Nutrition! We carry a large selection and the top brands like American Journey and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,249,royal canin breed health nutrition,Royal Canin Breed Type Nutrition for Dogs,1,royal-canin-breed-type-nutrition,True,True,False,False,True,False,False,True,6,341,2,,,,,,,2,2,4.0,2,0,0,0,1.0
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/royal-canin-breed-size-nutrition-7489,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Royal Canin Breed Size Nutrition for Dogs - Free shipping | Chewy,65,Shop Chewy for low prices and the best Royal Canin Breed Size Nutrition! We carry a large selection and the top brands like American Journey and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,249,,Royal Canin Breed Size Nutrition for Dogs,1,royal-canin-breed-size-nutrition,True,True,False,False,True,False,False,True,6,341,2,,,,,,,,,,,,,,1.0
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/urinary-health-2170486,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Royal Canin Urinary Health Dog Food - Free shipping | Chewy,59,Shop Chewy for low prices and the best Urinary Health! We carry a large selection and the top brands like American Journey and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,231,,Royal Canin Urinary Health Dog Food,1,urinary-health,True,True,False,False,True,False,False,False,6,317,2,,,,,,,,,,,,,,1.0
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/skin-coat-health-2170494,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Royal Canin Skin & Coat Health Dog Food - Free shipping | Chewy,63,Shop Chewy for low prices and the best Skin & Coat Health! We carry a large selection and the top brands like American Journey and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,235,royal canin veterinary diet skin & coat for dogs,Royal Canin Skin & Coat Health Dog Food,1,skin-coat-health,True,True,False,False,True,False,False,False,6,341,2,,,,,,,2,2,19.0,0,1,1,0,1.0
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/gastrointestinal-2170502,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Royal Canin Gastrointestinal Dog Food - Free shipping | Chewy,61,Shop Chewy for low prices and the best Gastrointestinal products! We carry a large selection and the top brands like American Journey and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,242,,Royal Canin Gastrointestinal Dog Food,1,gastrointestinal,True,True,False,False,True,False,False,False,6,341,2,,,,,,,,,,,,,,2.0
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/weight-control-2170510,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Royal Canin Weight Control Dog Food - Free shipping | Chewy,59,Shop Chewy for low prices and the best Weight Control! We carry a large selection and the top brands like American Journey and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,231,,Royal Canin Weight Control Dog Food,1,weight-control,True,True,False,False,True,False,False,False,6,328,2,,,,,,,,,,,,,,1.0
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/renal-support-2170518,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Royal Canin Renal Support Dog Food - Free shipping | Chewy,58,Shop Chewy for low prices and the best Renal Support! We carry a large selection and the top brands like American Journey and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,230,,Royal Canin Renal Support Dog Food,1,renal-support,True,True,False,False,True,False,False,False,6,315,2,,,,,,,,,,,,,,1.0
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/carriers-travel-10583,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Frisco Carriers & Travel for Dogs - Free shipping | Chewy,57,Shop Chewy for low prices and the best Carriers & Travel! We carry a large selection and the top brands like Frisco and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,224,frisco dog carriers travel,Frisco Carriers & Travel for Dogs,1,carriers-travel,True,True,False,False,True,False,False,False,112,342,2,,,,,,,3,3,11.67,1,2,0,0,1.0
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/nutrena-121270,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Nutrena - Free shipping | Chewy,31,Shop Chewy for low prices and the best Nutrena products! We carry a large selection and the top brands like American Journey and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,233,nutrena,Nutrena,1,nutrena,False,False,False,False,True,False,False,False,1,346,2,,,,,,,2,2,15.0,1,0,1,0,
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/loyall-life-4333654,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Loyall Life - Free shipping | Chewy,35,Shop Chewy for low prices and the best Loyall Life! We carry a large selection and the top brands like American Journey and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,228,,Loyall Life,1,loyall-life,True,True,False,False,True,False,False,False,2,321,2,,,,,,,,,,,,,,1.0
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/mars-165830,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Because you love them - Free shipping | Chewy,45,"Shop Chewy for low prices and the best Mars products! We carry a large selection and the top brands like Temptations, Pedigree, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",236,,Because you love them,1,mars,True,True,False,False,True,False,False,False,120,359,2,,,,,,,,,,,,,,1.0
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/dry-food-130326,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Temptations Dry Food - Free shipping | Chewy,44,Shop Chewy for low prices and the best Dry Food! We carry a large selection and the top brands like American Journey and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,225,temptations dry cat food,Temptations Dry Food,1,dry-food,True,True,False,False,True,False,False,False,3,319,2,,,,,,,2,2,9.0,2,0,0,0,3.0
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/wet-food-139558,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Wet Food by Temptations - Free shipping | Chewy,47,"Shop Chewy for low prices and the best Wet Food! We carry a large selection and the top brands like Temptations, Sheba, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,temptations wet cat food,Wet Food by Temptations,1,wet-food,True,True,False,False,True,False,False,False,3,322,2,,,,,,,4,4,18.33,0,2,1,1,3.0
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/crunchy-treats-122150,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Temptations Crunchy Treats - Free shipping | Chewy,50,Shop Chewy for low prices and the best Crunchy Treats! We carry a large selection and the top brands like American Journey and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,231,temptations crunchy treats,Temptations Crunchy Treats,1,crunchy-treats,True,True,False,False,True,False,False,False,3,341,2,,,,,,,5,5,9.2,4,0,1,0,3.0
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/lickable-treats-122166,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Temptations Lickable Treats - Free shipping | Chewy,51,Shop Chewy for low prices and the best Lickable Treats! We carry a large selection and the top brands like American Journey and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,232,temptations lickable treats,Temptations Lickable Treats,1,lickable-treats,True,True,False,False,True,False,False,False,3,330,2,,,,,,,1,1,6.0,1,0,0,0,3.0
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/buckeye-nutrition-9928,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Buckeye Nutrition - Free shipping | Chewy,41,Shop Chewy for low prices and the best Buckeye Nutrition! We carry a large selection and the top brands like Buckeye Nutrition and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,235,,Buckeye Nutrition,1,buckeye-nutrition,True,True,False,False,True,False,False,False,56,343,2,,,,,,,,,,,,,,1.0
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/vets-best-7672,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Vet's Best - Free shipping | Chewy,34,"Shop Chewy for low prices and the best Vet's Best! We carry a large selection and the top brands like Vet's Best, K9 Advantix II, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",238,vet's best,Vet's Best,1,vets-best,True,True,False,False,True,False,False,False,153,341,2,,,,,,,1,1,19.0,0,1,0,0,1.0
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/shop-by-cat-8891,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Iams Cat Food (Free Shipping) | Chewy,37,Shop Chewy for low prices and the best Shop by Cat! We carry a large selection and the top brands like American Journey and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,228,,Iams for Cats,1,shop-by-cat,False,False,False,False,True,False,False,False,136,339,2,,,,,,,,,,,,,,
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/dreambone-8127,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,DreamBone - Free shipping | Chewy,33,Shop Chewy for low prices and the best DreamBone products! We carry a large selection and the top brands like DreamBone and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,228,dreambone dog treats,DreamBone,1,dreambone,True,True,False,False,True,False,False,False,298,340,2,,,,,,,2,1,8.5,2,0,0,0,1.0
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/carriers-travel-10595,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Frisco Carriers & Travel for Cats - Free shipping | Chewy,57,Shop Chewy for low prices and the best Carriers & Travel! We carry a large selection and the top brands like Frisco and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,224,,Frisco Carriers & Travel for Cats,1,carriers-travel,True,True,False,False,True,False,False,False,54,337,2,,,,,,,,,,,,,,1.0
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/canada-pooch-8126,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Canada Pooch - Free shipping | Chewy,36,Shop Chewy for low prices and the best Canada Pooch! We carry a large selection and the top brands like Canada Pooch and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,225,canada pooch,Canada Pooch,1,canada-pooch,True,True,False,False,True,False,False,True,381,342,2,,,,,,,2,2,8.0,1,1,0,0,5.0
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/enriched-life-10560,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Oxbow Enriched Life - Free shipping | Chewy,43,Shop Chewy for low prices and the best Enriched Life! We carry a large selection and the top brands like Oxbow and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,219,oxbow enriched life,Oxbow Enriched Life,1,enriched-life,True,True,False,False,True,False,False,True,12,341,2,,,,,,,1,1,6.0,1,0,0,0,1.0
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/blue-buffalo-natural-veterinary-diet-10527,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Blue Buffalo Natural Veterinary Diet Cat Food - Free shipping | Chewy,69,Shop Chewy for low prices and the best Blue Buffalo Natural Veterinary Diet! We carry a large selection and the top brands like American Journey and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,253,,Blue Buffalo Natural Veterinary Diet Cat Food,1,blue-buffalo-natural-veterinary-diet,True,True,False,False,True,False,False,True,13,319,2,,,,,,,,,,,,,,1.0
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/veterinary-solutions-141430,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Tiki Cat Veterinary Solutions - Free shipping | Chewy,53,Shop Chewy for low prices and the best Veterinary Solutions! We carry a large selection and the top brands like American Journey and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,237,,Tiki Cat Veterinary Solutions,1,veterinary-solutions,True,True,False,False,True,False,False,False,19,327,2,,,,,,,,,,,,,,2.0
Brand,Speed,Speed measurement missing,https://www.chewy.com/brands/farmina-vet-life-136390,True,Expand CrUX/PageSpeed/Botify field coverage; missing measurements are excluded from the score.,,Farmina Vet Life - Free shipping | Chewy,40,Shop Chewy for low prices and the best Farmina Vet Life! We carry a large selection and the top brands like American Journey and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!,233,,Farmina Vet Life,1,farmina-vet-life,True,True,False,False,True,False,False,False,6,317,2,,,,,,,,,,,,,,1.0
