page_type,category,issue,normalized_url,matched_botify,recommendation,evidence_value,title,title_length,meta_description,meta_description_length,main_keyword,h1,h1_count,url_slug,canonical_points_to_self,in_sitemaps,noindex,nofollow,breadcrumb_exists,product_exists,offer_exists,faq_exists,unique_inlinks,unique_outlinks,depth,lcp_status,lcp_value,cls_status,cls_value,inp_status,inp_value,ranking_keyword_rows,distinct_keywords,avg_current_rank,top10_keywords,quick_win_11_20_keywords,striking_distance_21_50_keywords,lost_or_unranked_keywords,botify_audience_keywords_to_90pct
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/chicken-feeds_s124230,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Chicken Feeds 2026: According to Reviews | Chewy,53,Checkout Today's Best Chicken Feeds. Our customers believe that these are the Best Chicken Feeds products out there.,116,best chicken feeds,Best Chicken Feed,1,chicken-feeds,True,True,False,False,True,False,False,True,174,336,2,,,,,,,3,3,24.0,0,0,1,2,1.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/supplies-chickens_s123942,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Supplies for Chickens 2026: According to Reviews | Chewy,61,Checkout Today's Best Supplies for Chickens. Our customers believe that these are the Best Supplies for Chickens products out there.,132,,Best Chicken Accessories,1,supplies-chickens,True,True,False,False,True,False,False,False,188,337,2,,,,,,,,,,,,,,1.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/bedding-chickens_s124414,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Bedding for Chickens 2026: According to Reviews | Chewy,60,Checkout Today's Best Bedding for Chickens. Our customers believe that these are the Best Bedding for Chickens products out there.,130,,Best Bedding For Chickens,1,bedding-chickens,True,True,False,False,True,False,False,False,70,337,2,,,,,,,,,,,,,,1.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/chicken-waterers_s124390,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Chicken Waterers 2026: According to Reviews | Chewy,56,Checkout Today's Best Chicken Waterers. Our customers believe that these are the Best Chicken Waterers products out there.,122,,Best Chicken Waterer,1,chicken-waterers,True,True,False,False,True,False,False,False,96,337,2,,,,,,,,,,,,,,1.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/llama-alpaca-feeds_s124334,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Llama & Alpaca Feeds 2026: According to Reviews | Chewy,60,Checkout Today's Best Llama & Alpaca Feeds. Our customers believe that these are the Best Llama & Alpaca Feeds products out there.,130,best llama and alpaca feeds,Best Llama & Alpaca Feeds,1,llama-alpaca-feeds,True,True,False,False,True,False,False,False,4,329,2,,,,,,,9,7,11.0,4,1,1,3,1.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/cattle-feeds_s124302,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Cattle Feeds 2026: According to Reviews | Chewy,52,Checkout Today's Best Cattle Feeds. Our customers believe that these are the Best Cattle Feeds products out there.,114,,Best Cattle Feed,1,cattle-feeds,True,True,False,False,True,False,False,False,361,337,2,,,,,,,,,,,,,,1.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/supplies-cattle_s123950,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Supplies for Cattle 2026: According to Reviews | Chewy,59,Checkout Today's Best Supplies for Cattle. Our customers believe that these are the Best Supplies for Cattle products out there.,128,,Best Supplies For Cattle,1,supplies-cattle,True,True,False,False,True,False,False,False,138,337,2,,,,,,,,,,,,,,1.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/cattle-feeders-waterers_s124310,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Cattle Feeders & Waterers 2026: According to Reviews | Chewy,65,Checkout Today's Best Cattle Feeders & Waterers. Our customers believe that these are the Best Cattle Feeders & Waterers products out there.,140,best cattle feeders and waterers,Best Cattle Waterer,1,cattle-feeders-waterers,True,True,False,False,True,False,False,False,339,338,2,,,,,,,1,1,10.0,1,0,0,0,1.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/cattle-vitamins-supplements_s124318,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Cattle Vitamins & Supplements 2026: According to Reviews | Chewy,69,Checkout Today's Best Cattle Vitamins & Supplements. Our customers believe that these are the Best Cattle Vitamins & Supplements products out there.,148,,Best Cattle Vitamins And Supplements,1,cattle-vitamins-supplements,True,True,False,False,True,False,False,False,81,337,2,,,,,,,,,,,,,,1.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/dog-rope-tug-toys_s111392,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Dog Rope & Tug Toys 2026: According to Reviews | Chewy,59,Checkout Today's Best Dog Rope & Tug Toys. Our customers believe that these are the Best Dog Rope & Tug Toys products out there.,128,,Best Tug Toys For Dogs,1,dog-rope-tug-toys,True,True,False,False,True,False,False,True,59,336,2,,,,,,,,,,,,,,1.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/dog-puzzle-toys_s109480,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Dog Puzzle Toys 2026: According to Reviews | Chewy,55,Checkout Today's Best Dog Puzzle Toys. Our customers believe that these are the Best Dog Puzzle Toys products out there.,120,,Best Dog Puzzle Toys,1,dog-puzzle-toys,True,True,False,False,True,False,False,False,158,335,2,,,,,,,,,,,,,,2.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/premium-dog-foods_s103336,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Premium Dog Foods 2026: According to Reviews | Chewy,57,Checkout Today's Best Premium Dog Foods. Our customers believe that these are the Best Premium Dog Foods products out there.,124,,Best Premium Dog Food,1,premium-dog-foods,True,True,False,False,True,False,False,True,139,349,2,,,,,,,,,,,,,,1.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/dog-food_s103184,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Dog Food 2026: According to Reviews | Chewy,48,Checkout Today's Best Dog Food. Our customers believe that these are the Best Dog Food products out there.,106,dog food reviews,Best Dog Food,1,dog-food,True,True,False,False,True,False,False,True,1792,335,2,good,1752.0,good,0.005,,,26,26,15.2,7,8,5,6,13.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/parrot-cage-accessories_s122702,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Parrot Cage Accessories 2026: According to Reviews | Chewy,63,Checkout Today's Best Parrot Cage Accessories. Our customers believe that these are the Best Parrot Cage Accessories products out there.,136,best parrot cage accessories,Best Parrot Cage Accessories,1,parrot-cage-accessories,True,True,False,False,True,False,False,False,87,329,2,,,,,,,26,24,16.86,4,11,7,4,1.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/parrot-cages_s122694,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Parrot Cages 2026: According to Reviews | Chewy,52,Checkout Today's Best Parrot Cages. Our customers believe that these are the Best Parrot Cages products out there.,114,parrot cage,Best Parrot Cages,1,parrot-cages,True,True,False,False,True,False,False,False,101,329,2,,,,,,,8,7,,0,0,0,8,1.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/parrot-supplies_s122350,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Parrot Supplies 2026: According to Reviews | Chewy,55,Checkout Today's Best Parrot Supplies. Our customers believe that these are the Best Parrot Supplies products out there.,120,supplies for your new parrot,Best Parrot Supplies,1,parrot-supplies,True,True,False,False,True,False,False,False,98,329,2,,,,,,,1,1,,0,0,0,1,1.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/parrot-toys-perches_s122686,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Parrot Toys & Perches 2026: According to Reviews | Chewy,61,Checkout Today's Best Parrot Toys & Perches. Our customers believe that these are the Best Parrot Toys & Perches products out there.,132,parrot toys,Best Parrot Toys,1,parrot-toys-perches,True,True,False,False,True,False,False,False,101,329,2,,,,,,,3,3,8.0,2,1,0,0,1.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/parrot-foods_s122670,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Parrot Foods 2026: According to Reviews | Chewy,52,Checkout Today's Best Parrot Foods. Our customers believe that these are the Best Parrot Foods products out there.,114,amazon parrot food,Best Parrot Food,1,parrot-foods,True,True,False,False,True,False,False,True,93,329,2,,,,,,,4,4,23.0,0,1,2,1,1.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/cat-treats_s112112,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Cat Treats 2026: According to Reviews | Chewy,50,Checkout Today's Best Cat Treats. Our customers believe that these are the Best Cat Treats products out there.,110,best sample size cat treats,Best Cat Treats,1,cat-treats,True,True,False,False,True,False,False,True,317,335,2,,,,,,,6,6,15.67,1,1,1,3,1.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/soft-cat-treats_s112808,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Soft Cat Treats 2026: According to Reviews | Chewy,55,Checkout Today's Best Soft Cat Treats. Our customers believe that these are the Best Soft Cat Treats products out there.,120,,Best Soft Cat Treats,1,soft-cat-treats,True,True,False,False,True,False,False,True,306,335,2,,,,,,,,,,,,,,1.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/cat-healthcare-wellness-products_s112128,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Cat Healthcare & Wellness Products 2026: According to Reviews | Chewy,74,Checkout Today's Best Cat Healthcare & Wellness Products. Our customers believe that these are the Best Cat Healthcare & Wellness Products products out there.,158,best cat healthcare and wellness products,Best Cat Healthcare & Wellness Products,1,cat-healthcare-wellness-products,True,True,False,False,True,False,False,False,140,335,2,,,,,,,1,1,11.0,0,1,0,0,1.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/cat-vitamins-supplements_s112136,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Cat Vitamins & Supplements 2026: According to Reviews | Chewy,66,Checkout Today's Best Cat Vitamins & Supplements. Our customers believe that these are the Best Cat Vitamins & Supplements products out there.,142,,Best Cat Vitamins & Supplements,1,cat-vitamins-supplements,True,True,False,False,True,False,False,False,332,335,2,,,,,,,,,,,,,,1.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/dog-beds-for-labrador-retrievers_s143246,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Dog Beds for Labrador Retrievers 2026: According to Reviews | Chewy,72,Checkout Today's Best Dog Beds for Labrador Retrievers. Our customers believe that these are the Best Dog Beds for Labrador Retrievers products out there.,154,best dog beds for labrador retrievers,Best Dog Beds For Labrador Retrievers,1,dog-beds-for-labrador-retrievers,True,True,False,False,True,False,False,False,136,335,2,,,,,,,1,1,11.0,0,1,0,0,7.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/dog-foods-for-labrador-retrievers_s140134,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Dog Foods for Labrador Retrievers 2026: According to Reviews | Chewy,73,Checkout Today's Best Dog Foods for Labrador Retrievers. Our customers believe that these are the Best Dog Foods for Labrador Retrievers products out there.,156,best dog foods for labrador retrievers,Best Dog Food For Labrador Retrievers,1,dog-foods-for-labrador-retrievers,True,True,False,False,True,False,False,False,7,335,2,good,1833.0,good,0.0,,,48,48,5.0,41,3,1,3,38.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/dog-toys-for-labrador-retrievers_s143294,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Dog Toys for Labrador Retrievers 2026: According to Reviews | Chewy,72,Checkout Today's Best Dog Toys for Labrador Retrievers. Our customers believe that these are the Best Dog Toys for Labrador Retrievers products out there.,154,best dog toys for labrador retrievers,Best Toys For Labs,1,dog-toys-for-labrador-retrievers,True,True,False,False,True,False,False,False,79,335,2,,,,,,,6,5,10.67,2,1,0,3,7.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/dog-treats-labrador-retriever_s131484,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Dog Treats for Labrador Retriever Puppies 2026: According to Reviews | Chewy,81,Check out the best treats. These top-rated products have been reviewed by Chewy vets and are loved by customers with labrador retriever puppies. Let us help you find the top products for your labrador retriever!,211,best dog treats for lab puppies,Best Labrador Retriever Puppy Treats,1,dog-treats-labrador-retriever,True,True,False,False,True,False,False,True,8,337,2,,,,,,,8,7,4.14,7,0,0,1,4.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/labrador-retriever-puppy-apparel_s131404,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Labrador Retriever Puppy Apparel 2026: According to Reviews | Chewy,72,Check out the best apparel. These top-rated products have been reviewed by Chewy vets and are loved by customers with labrador retriever puppies. Let us help you find the top products for your labrador retriever!,212,best labrador retriever puppy apparel,Best Labrador Retriever Puppy Apparel,1,labrador-retriever-puppy-apparel,True,True,False,False,True,False,False,True,2,331,2,,,,,,,5,4,9.0,1,1,0,3,1.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/labrador-retriever-puppy-collars_s131452,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,"Best Labrador Retriever Puppy Collars, Leashes & Harnesses 2026: According to Reviews | Chewy",93,"Check out the best collars, leashes, and harnesses. These top-rated products have been reviewed by Chewy vets and are loved by customers with labrador retriever puppies. Let us help you find the top products for your labrador retriever!",236,best labrador retriever puppy collars,Best Collar For Lab Puppy,1,labrador-retriever-puppy-collars,True,True,False,False,True,False,False,True,5,337,2,,,,,,,1,1,16.0,0,1,0,0,2.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/labrador-retriever-puppy-crates_s131412,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,"Best Labrador Retriever Puppy Crates, Pens & Gates 2026: According to Reviews | Chewy",85,"Check out the best crates, pens, and gates. These top-rated products have been reviewed by Chewy vets and are loved by customers with labrador retriever puppies. Let us help you find the top products for your labrador retriever!",228,best crate for lab puppy,Best Crates For Labrador Retriever Puppies,1,labrador-retriever-puppy-crates,True,True,False,False,True,False,False,True,1,337,2,,,,,,,3,3,13.5,0,2,0,1,1.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/labrador-retriever-puppy-foods_s131428,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Labrador Retriever Puppy Foods 2026: According to Reviews | Chewy,70,Check out the best food. These top-rated products have been reviewed by Chewy vets and are loved by customers with labrador retriever puppies. Let us help you find the top products for your labrador retriever!,209,best dog food for labrador retriever puppies,Best Dog Food For Labrador Retriever Puppies,1,labrador-retriever-puppy-foods,True,True,False,False,True,False,False,True,7,336,2,,,,,,,48,48,2.69,45,0,0,3,31.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/labrador-retriever-puppy_s131436,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Labrador Retriever Puppy Grooming Supplies 2026: According to Reviews | Chewy,82,Check out the best grooming supplies. These top-rated products have been reviewed by Chewy vets and are loved by customers with labrador retriever puppies. Let us help you find the top products for your labrador retriever!,222,best labrador retriever puppy grooming supplies,Best Grooming Tools For Labrador Retriever,1,labrador-retriever-puppy,True,True,False,False,True,False,False,True,3,337,2,,,,,,,3,3,15.0,0,2,0,1,2.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/labrador-retriever-puppy-toys_s131468,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Labrador Retriever Puppy Toys 2026: According to Reviews | Chewy,69,Check out the best toys. These top-rated products have been reviewed by Chewy vets and are loved by customers with labrador retriever puppies. Let us help you find the top products for your labrador retriever!,209,best toys for lab puppies,Best Toys For Labrador Retrievers Puppies,1,labrador-retriever-puppy-toys,True,True,False,False,True,False,False,True,2,336,2,,,,,,,19,16,12.82,8,6,3,2,2.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/dog-foods-for-shih-tzus_s140150,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Dog Foods for Shih Tzus 2026: According to Reviews | Chewy,63,Checkout Today's Best Dog Foods for Shih Tzus. Our customers believe that these are the Best Dog Foods for Shih Tzus products out there.,136,best dog food for older shih tzu,Best Dog Foods for Shih Tzu,1,dog-foods-for-shih-tzus,True,True,False,False,True,False,False,False,5,335,2,,,,,,,1,1,24.0,0,0,1,0,11.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/dog-treats-for-shih-tzus_s143318,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Dog Treats for Shih Tzus 2026: According to Reviews | Chewy,64,Checkout Today's Best Dog Treats for Shih Tzus. Our customers believe that these are the Best Dog Treats for Shih Tzus products out there.,138,best dog treats for shih tzus,Best Dog Treats For Shih Tzus,1,dog-treats-for-shih-tzus,True,True,False,False,True,False,False,False,2,335,2,,,,,,,13,13,5.08,13,0,0,0,7.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/puppy-foods-for-shih-tzus_s172262,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Puppy Foods for Shih Tzus 2026: According to Reviews | Chewy,65,Checkout Today's Best Puppy Foods for Shih Tzus. Our customers believe that these are the Best Puppy Foods for Shih Tzus products out there.,140,best dog food for shih tzus,Best Puppy Foods for Shih Tzus,1,puppy-foods-for-shih-tzus,True,True,False,False,True,False,False,False,3,335,2,,,,,,,18,17,9.31,7,9,0,2,52.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/toys-for-shih-tzus_s143166,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Toys for Shih Tzus 2026: According to Reviews | Chewy,58,Checkout Today's Best Toys for Shih Tzus. Our customers believe that these are the Best Toys for Shih Tzus products out there.,126,best toys for shih tzus,Best Toys For Shih Tzus,1,toys-for-shih-tzus,True,True,False,False,True,False,False,False,3,335,2,,,,,,,11,11,4.55,11,0,0,0,24.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/beds-for-german-shepherds_s142822,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Beds for German Shepherds 2026: According to Reviews | Chewy,65,Checkout Today's Best Beds for German Shepherds. Our customers believe that these are the Best Beds for German Shepherds products out there.,140,best beds for german shepherds,Best Dog Bed For German Shepherd,1,beds-for-german-shepherds,True,True,False,False,True,False,False,False,2,335,2,,,,,,,1,1,7.0,1,0,0,0,5.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/collars-for-german-shepherds_s142870,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Collars for German Shepherds 2026: According to Reviews | Chewy,68,Checkout Today's Best Collars for German Shepherds. Our customers believe that these are the Best Collars for German Shepherds products out there.,146,best dog shock collar for german shepherd,Best Collar For German Shepherd,1,collars-for-german-shepherds,True,True,False,False,True,False,False,False,70,335,2,,,,,,,2,2,15.0,0,1,0,1,2.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/dog-foods-german-shepherd_s131164,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Dog Foods for German Shepherd Puppies 2026: According to Reviews | Chewy,77,Check out the best food. These top-rated products have been reviewed by Chewy vets and are loved by customers with german shepherd puppies. Let us help you find the top products for your german shepherd!,203,best puppy food for german shepherd,Best Dog Food For German Shepherds,1,dog-foods-german-shepherd,True,True,False,False,True,False,False,True,1,336,2,,,,,,,52,50,21.37,1,24,24,3,7.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/dog-foods-for-german-shepherds_s140110,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Dog Foods for German Shepherds 2026: According to Reviews | Chewy,70,Checkout Today's Best Dog Foods for German Shepherds. Our customers believe that these are the Best Dog Foods for German Shepherds products out there.,150,best dog food for german shepherd,Best Dog Food For German Shepherd,1,dog-foods-for-german-shepherds,True,True,False,False,True,False,False,False,3,335,2,,,,,,,39,37,18.03,9,14,14,2,14.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/dog-treats-german-shepherd_s131220,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best Dog Treats for German Shepherd Puppies 2026: According to Reviews | Chewy,78,Check out the best treats. These top-rated products have been reviewed by Chewy vets and are loved by customers with german shepherd puppies. Let us help you find the top products for your german shepherd!,205,,Best Dog Treats For German Shepherd,1,dog-treats-german-shepherd,True,True,False,False,True,False,False,True,1,337,2,,,,,,,,,,,,,,1.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/german-shepherd-puppy-apparel_s131140,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,Best German Shepherd Puppy Apparel 2026: According to Reviews | Chewy,69,Check out the best apparel. These top-rated products have been reviewed by Chewy vets and are loved by customers with german shepherd puppies. Let us help you find the top products for your german shepherd!,206,best german shepherd puppy apparel,Best German Shepherd Puppy Apparel,1,german-shepherd-puppy-apparel,True,True,False,False,True,False,False,True,2,331,2,,,,,,,2,2,18.0,0,1,1,0,1.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/german-shepherd-puppy-bowls_s131156,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,"Best German Shepherd Puppy Bowls, Feeders & Storage Accessories 2026: According to Reviews | Chewy",98,"Check out the best bowls, feeders, and storage accessories. These top-rated products have been reviewed by Chewy vets and are loved by customers with german shepherd puppies. Let us help you find the top products for your german shepherd!",238,best german shepherd puppy bowls feeders and storage accessories,Best German Shepherd Puppy Bowls,1,german-shepherd-puppy-bowls,True,True,False,False,True,False,False,True,1,337,2,,,,,,,2,2,5.5,2,0,0,0,1.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/german-shepherd-puppy-collars_s131188,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,"Best German Shepherd Puppy Collars, Leashes & Harnesses 2026: According to Reviews | Chewy",90,"Check out the best collars, leashes, and harnesses. These top-rated products have been reviewed by Chewy vets and are loved by customers with german shepherd puppies. Let us help you find the top products for your german shepherd!",230,best german shepherd puppy collars leashes and harnesses,Best Collar For German Shepherd Puppy,1,german-shepherd-puppy-collars,True,True,False,False,True,False,False,True,5,337,2,,,,,,,1,1,21.0,0,0,1,0,1.0
Top Picks,Speed,INP measurement missing,https://www.chewy.com/best/german-shepherd-puppy-crates_s131148,True,"Add INP from CrUX, PageSpeed, or Botify exports.",,"Best German Shepherd Puppy Crates, Pens & Gates 2026: According to Reviews | Chewy",82,"Check out the best crates, pens, and gates. These top-rated products have been reviewed by Chewy vets and are loved by customers with german shepherd puppies. Let us help you find the top products for your german shepherd!",222,best crate for german shepherd puppy,Best Crate For German Shepherd Puppy,1,german-shepherd-puppy-crates,True,True,False,False,True,False,False,True,1,337,2,,,,,,,4,3,6.0,3,0,0,1,8.0
