page_type,category,issue,normalized_url,matched_botify,recommendation,evidence_value,title,title_length,meta_description,meta_description_length,main_keyword,h1,h1_count,url_slug,canonical_points_to_self,in_sitemaps,noindex,nofollow,breadcrumb_exists,product_exists,offer_exists,faq_exists,unique_inlinks,unique_outlinks,depth,lcp_status,lcp_value,cls_status,cls_value,inp_status,inp_value,ranking_keyword_rows,distinct_keywords,avg_current_rank,top10_keywords,quick_win_11_20_keywords,striking_distance_21_50_keywords,lost_or_unranked_keywords,botify_audience_keywords_to_90pct
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/puppy-clothes_c1470_f6v13790,True,Update URL patterns so the slug reflects the primary search intent.,best extra small breed puppy apparel,PUPPY CLOTHES (Free Shipping) | Chewy,37,"Browse puppy clothes at Chewy, including puppy outfits and cute puppy clothes for walks, photos, celebrations, layering, and everyday comfort.",142,best extra small breed puppy apparel,Puppy Clothes,1,puppy-clothes,True,True,False,False,True,False,False,True,368,455,2,,,,,,,2,2,20.0,0,1,0,1,2.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/advantage-flea-tick-treatment_c404_f1v473521,True,Update URL patterns so the slug reflects the primary search intent.,chewy cat flea medicine,ADVANTAGE FLEA & TICK TREATMENT & MEDICINE FOR CATS (Free Shipping) | Chewy,75,"Shop Chewy for the best deals on Advantage Flea & Tick Treatment & Medicine for Cats and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Advantage Flea & Tick Treatment & Medicine for Cats for your pet.",283,chewy cat flea medicine,Advantage Flea & Tick Treatment & Medicine for Cats,1,advantage-flea-tick-treatment,True,True,False,False,True,False,False,False,17,331,2,,,,,,,1,1,29.0,0,0,1,0,1.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/incontinence-treatment-dogs_c11588_f87v380690,True,Update URL patterns so the slug reflects the primary search intent.,incontinence pet pharmacy medications,INCONTINENCE TREATMENT FOR DOGS (Free Shipping) | Chewy,55,"Shop Chewy for the best deals on Incontinence Treatment for Dogs and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Incontinence Treatment for Dogs for your pet.",243,incontinence pet pharmacy medications,Incontinence Treatment for Dogs,1,incontinence-treatment-dogs,True,True,False,False,True,False,False,False,4,321,2,,,,,,,1,1,,0,0,0,1,1.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/dry-eye-drops-dogs_c11570_f87v380670,True,Update URL patterns so the slug reflects the primary search intent.,dry eye pet pharmacy medications,DRY EYE DROPS FOR DOGS (Free Shipping) | Chewy,46,"Shop Chewy for the best deals on Dry Eye Drops for Dogs and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Dry Eye Drops for Dogs for your pet.",225,dry eye pet pharmacy medications,Dry Eye Drops for Dogs,1,dry-eye-drops-dogs,True,True,False,False,True,False,False,False,4,321,2,,,,,,,1,1,,0,0,0,1,4.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/diabetic-support-dog-food_c332_f50v308396,True,Update URL patterns so the slug reflects the primary search intent.,deals on veterinary diet wet dog food for diabetic support,DIABETIC SUPPORT DOG FOOD (Free Shipping) | Chewy,49,"Shop Chewy for the best deals on Diabetic Support Dog Food and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Diabetic Support Dog Food for your pet.",231,deals on veterinary diet wet dog food for diabetic support,Diabetic Support Dog Food,1,diabetic-support-dog-food,True,True,False,False,True,False,False,False,1377,403,2,,,,,,,2,2,29.0,0,0,1,1,1.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/water-toys-dogs_c315_f58v70046,True,Update URL patterns so the slug reflects the primary search intent.,deals on aquatic dog toys,WATER TOYS FOR DOGS (Free Shipping) | Chewy,43,"Shop Chewy for the best deals on water toys for dogs and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right water toys for dogs for your pet.",219,deals on aquatic dog toys,Water Toys for Dogs,1,water-toys-dogs,True,True,False,False,True,False,False,False,1289,394,2,,,,,,,3,3,,0,0,0,3,2.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/dog-treatsforskin-coat_c335_f50v9076,True,Update URL patterns so the slug reflects the primary search intent.,veterinary diet dog treats for skin and coat health,DOG TREATS FOR SKIN AND COAT (Free Shipping) | Chewy,52,"Shop Chewy for the best deals on Dog Treats for Skin and Coat and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Dog Treats for Skin and Coat for your pet.",237,veterinary diet dog treats for skin and coat health,Dog Treats for Skin and Coat,1,dog-treatsforskin-coat,True,True,False,False,True,False,False,False,1466,418,2,,,,,,,2,2,4.5,2,0,0,0,1.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/hyperthyroidism-medication-cats_c11589_f87v380688,True,Update URL patterns so the slug reflects the primary search intent.,hyperthyroidism pet pharmacy,HYPERTHYROIDISM MEDICATION FOR CATS (Free Shipping) | Chewy,59,"Shop Chewy for the best deals on Hyperthyroidism Medication for Cats and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Hyperthyroidism Medication for Cats for your pet.",251,hyperthyroidism pet pharmacy,Hyperthyroidism Medication for Cats,1,hyperthyroidism-medication-cats,True,True,False,False,True,False,False,True,30,329,2,,,,,,,1,1,7.0,1,0,0,0,1.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/puppy-fetch-toys_c317_f5v9065,True,Update URL patterns so the slug reflects the primary search intent.,fetch toys for new dogs on sale,FETCH TOYS FOR PUPPIES (Free Shipping) | Chewy,46,"Shop Chewy for the best deals on Fetch Toys for Puppies and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Fetch Toys for Puppies for your pet.",225,fetch toys for new dogs on sale,Fetch Toys for Puppies,1,puppy-fetch-toys,True,True,False,False,True,False,False,False,55,332,2,,,,,,,1,1,14.0,0,1,0,0,1.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/urinary-tract-health-veterinary-diet_c460_f50v9079,True,Update URL patterns so the slug reflects the primary search intent.,chewy urinary cat food,URINARY TRACT HEALTH VETERINARY DIET CAT FOOD (Free Shipping) | Chewy,69,"Shop Chewy for the best deals on Urinary Tract Health Veterinary Diet Cat Food and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Urinary Tract Health Veterinary Diet Cat Food for your pet.",271,chewy urinary cat food,Urinary Tract Health Veterinary Diet Cat Food,1,urinary-tract-health-veterinary-diet,True,True,False,False,True,False,False,False,34,361,2,,,,,,,1,1,,0,0,0,1,1.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/standard-cat-leashes-collars_c400_f59v84904,True,Update URL patterns so the slug reflects the primary search intent.,top rated cat leashes collars bowls and id tags by chewy,STANDARD CAT LEASHES & COLLARS (Free Shipping) | Chewy,54,"Shop Chewy for the best deals on Standard Cat Leashes & Collars and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Standard Cat Leashes & Collars for your pet.",241,top rated cat leashes collars bowls and id tags by chewy,Standard Cat Leashes & Collars,1,standard-cat-leashes-collars,True,True,False,False,True,False,False,False,83,358,2,,,,,,,2,2,24.0,0,0,1,1,1.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/frisco-cat-leashes-collars_c400_f1v396533,True,Update URL patterns so the slug reflects the primary search intent.,top rated cat leashes collars bowls and id tags by chewy,FRISCO CAT LEASHES & COLLARS (Free Shipping) | Chewy,52,"Shop Chewy for the best deals on Frisco Cat Leashes & Collars and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Frisco Cat Leashes & Collars for your pet.",237,top rated cat leashes collars bowls and id tags by chewy,Frisco Cat Leashes & Collars,1,frisco-cat-leashes-collars,True,True,False,False,True,False,False,False,33,354,2,,,,,,,2,2,19.0,0,1,0,1,1.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/high-protein-wet-dog-food_c293_f3v84890,True,Update URL patterns so the slug reflects the primary search intent.,best wet puppy food for weight gain,HIGH PROTEIN WET DOG FOOD: WET DOG FOOD FOR WEIGHT GAIN | CHEWY,63,"High protein wet dog food delivers nutrient-dense meals, including options for weight gain. Browse recipes from Purina, Pedigree & more for balanced feeding.",157,best wet puppy food for weight gain,High Protein Wet Dog Food,1,high-protein-wet-dog-food,True,True,False,False,True,False,False,True,289,405,2,,,,,,,1,1,1.0,1,0,0,0,8.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/dog-vitamins-omega-3_c374_f199v679585,True,Update URL patterns so the slug reflects the primary search intent.,chewy fish oil for dogs,OMEGA 3 FISH OIL FOR DOGS (Free Shipping) | Chewy,49,"Shop Chewy for low prices and the best dog vitamins & supplements that can improve your pup's health, wellness and vitality. Dog vitamins help a dog’s body to function properly, regulating everything from dog digestive health, skin & coat care, allergy & immune system to muscle growth. *FREE* shipping on orders $49+ and the BEST customer service.",348,chewy fish oil for dogs,Omega 3 Fish Oil For Dogs,1,dog-vitamins-omega,True,True,False,False,True,False,False,True,578,457,2,,,,,,,1,1,4.0,1,0,0,0,7.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/martingale-dog-leashes-collars_c344_f59v84899,True,Update URL patterns so the slug reflects the primary search intent.,deals on martingale collars for leash training,MARTINGALE DOG LEASHES & COLLARS (Free Shipping) | Chewy,56,"Shop Chewy for the best deals on Martingale Dog Leashes & Collars and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Martingale Dog Leashes & Collars for your pet.",245,deals on martingale collars for leash training,Martingale Dog Leashes & Collars,1,martingale-dog-leashes-collars,True,True,False,False,True,False,False,False,977,391,2,,,,,,,1,1,8.0,1,0,0,0,1.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/cancer-medicine-dogs_c11561_f87v380663,True,Update URL patterns so the slug reflects the primary search intent.,cancer pet pharmacy medications,CANCER MEDICINE FOR DOGS (Free Shipping) | Chewy,48,"Shop Chewy for the best deals on Cancer Medicine for Dogs and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Cancer Medicine for Dogs for your pet.",229,cancer pet pharmacy medications,Cancer Medicine for Dogs,1,cancer-medicine-dogs,True,True,False,False,True,False,False,True,43,363,2,,,,,,,1,1,,0,0,0,1,2.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/dehydration-medicine-dogs_c11561_f87v380667,True,Update URL patterns so the slug reflects the primary search intent.,dehydration pet pharmacy medications,DEHYDRATION MEDICINE FOR DOGS (Free Shipping) | Chewy,53,"Shop Chewy for the best deals on Dehydration Medicine for Dogs and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Dehydration Medicine for Dogs for your pet.",239,dehydration pet pharmacy medications,Dehydration Medicine for Dogs,1,dehydration-medicine-dogs,True,True,False,False,True,False,False,True,43,351,2,,,,,,,2,2,5.0,2,0,0,0,1.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/heartburn-medicine-dogs_c11561_f87v380682,True,Update URL patterns so the slug reflects the primary search intent.,heartburn pet pharmacy medications,HEARTBURN MEDICINE FOR DOGS (Free Shipping) | Chewy,51,"Shop Chewy for the best deals on Heartburn Medicine for Dogs and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Heartburn Medicine for Dogs for your pet.",235,heartburn pet pharmacy medications,Heartburn Medicine for Dogs,1,heartburn-medicine-dogs,True,True,False,False,True,False,False,True,42,336,2,,,,,,,3,3,9.67,2,0,1,0,3.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/tapeworms-medicine-dogs_c11561_f87v380748,True,Update URL patterns so the slug reflects the primary search intent.,tapeworms pet pharmacy medications,TAPEWORMS MEDICINE FOR DOGS (Free Shipping) | Chewy,51,"Shop Chewy for the best deals on Tapeworms Medicine for Dogs and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Tapeworms Medicine for Dogs for your pet.",235,tapeworms pet pharmacy medications,Tapeworms Medicine for Dogs,1,tapeworms-medicine-dogs,True,True,False,False,True,False,False,True,49,371,2,,,,,,,2,2,12.0,1,0,1,0,3.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/giant-dog-stress-anxiety_c379_f6v13793,True,Update URL patterns so the slug reflects the primary search intent.,calming treats large dogs,GIANT DOG STRESS & ANXIETY (Free Shipping) | Chewy,50,"Shop Chewy for the best deals on Giant Dog Stress & Anxiety and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Giant Dog Stress & Anxiety for your pet.",233,calming treats large dogs,Giant Dog Stress & Anxiety,1,giant-dog-stress-anxiety,True,True,False,False,True,False,False,False,42,351,2,,,,,,,2,2,16.0,0,1,0,1,1.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/cat-hormones_c417_f50v349658,True,Update URL patterns so the slug reflects the primary search intent.,deals on cat hormonal remedies,CAT HORMONES (Free Shipping) | Chewy,36,"Shop Chewy for the best deals on Cat Hormones and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Cat Hormones for your pet.",205,deals on cat hormonal remedies,Cat Hormones,1,cat-hormones,True,True,False,False,True,False,False,False,85,332,2,,,,,,,1,1,,0,0,0,1,1.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/dog-shampoo-conditionerforshedding_c358_f50v17379,True,Update URL patterns so the slug reflects the primary search intent.,best deshedding conditioner for dogs,DOG SHAMPOO AND CONDITIONER FOR SHEDDING (Free Shipping) | Chewy,64,"Shop Chewy for the best deals on Dog Shampoo and Conditioner for Shedding and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Dog Shampoo and Conditioner for Shedding for your pet.",261,best deshedding conditioner for dogs,Dog Shampoo and Conditioner for Shedding,1,dog-shampoo-conditionerforshedding,True,True,False,False,True,False,False,False,70,364,2,,,,,,,2,2,28.0,0,0,1,1,1.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/small-dog-bark-control-remote_c1450_f6v13790,True,Update URL patterns so the slug reflects the primary search intent.,best lightweight dog training collar with remote,SMALL BREED DOG BARK CONTROL REMOTE TRAINING (Free Shipping) | Chewy,68,"Shop Chewy for the best deals on Small Breed Dog Bark Control Remote Training and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Small Breed Dog Bark Control Remote Training for your pet.",269,best lightweight dog training collar with remote,Small Breed Dog Bark Control Remote Training,1,small-dog-bark-control-remote,True,True,False,False,True,False,False,False,29,356,3,,,,,,,2,2,5.0,2,0,0,0,9.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/extra-small-dog-harnesses_c347_f6v13789,True,Update URL patterns so the slug reflects the primary search intent.,xs dog harness,EXTRA SMALL DOG HARNESS (Free Shipping) | Chewy,47,"Find an extra small dog harness with XXS, XS, and toy-breed options for secure walks, comfortable movement, easy adjustments, and dependable control.",149,xs dog harness,Extra Small Dog Harness,1,extra-small-dog-harnesses,True,True,False,False,True,False,False,True,231,396,3,,,,,,,6,6,8.6,3,2,0,1,20.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/giant-breeds-dog-harnesses_c347_f6v13793,True,Update URL patterns so the slug reflects the primary search intent.,big harness for dog,XL DOG HARNESSES (Free Shipping) | Chewy,40,"Find XL dog harnesses with XXL, XXXL, extra-large, and giant-dog options designed for secure walks, better control, comfort, and dependable fit.",144,big harness for dog,XL Dog Harnesses,1,giant-breeds-dog-harnesses,True,True,False,False,True,False,False,True,229,394,3,,,,,,,6,6,12.33,2,4,0,0,20.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/natural-bird-nests_c962_f64v494619,True,Update URL patterns so the slug reflects the primary search intent.,eco friendly bird litter nesting,NATURAL BIRD NESTS (Free Shipping) | Chewy,42,"Shop Chewy for the best deals on Natural Bird Nests and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Natural Bird Nests for your pet.",217,eco friendly bird litter nesting,Natural Bird Nests,1,natural-bird-nests,True,True,False,False,True,False,False,False,9,334,3,,,,,,,1,1,1.0,1,0,0,0,1.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/canned-puppy-food_c11231_f52v219669,True,Update URL patterns so the slug reflects the primary search intent.,chewy soft dog food,CANNED PUPPY FOOD | CHEWY,25,Discover canned wet puppy food at Chewy. We offer a wide selection of the healthiest puppy food options from top brands. Shop now and get free shipping on orders $49+!,167,chewy soft dog food,Canned Puppy Food,1,canned-puppy-food,True,True,False,False,True,False,False,False,10,356,3,,,,,,,1,1,12.0,0,1,0,0,1.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/icelandic_f1v815111,True,Update URL patterns so the slug reflects the primary search intent.,icelandic dog treats,Icelandic+ - Free shipping | Chewy,34,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,icelandic dog treats,Icelandic+,1,icelandic,True,False,False,False,False,False,False,False,77,339,3,,,,,,,2,2,12.0,1,1,0,0,1.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/puppy-coats-jackets_c1903_f6v13790,True,Update URL patterns so the slug reflects the primary search intent.,dog coats small dogs,PUPPY JACKETS & COATS | CHEWY,29,"Chewy has all the latest trends in cold and rainy weather puppy fashion�including rain, snow, and cool weather protection. No matter what your puppies personal style may be, we�re sure you�ll find just the right fit. *FREE* shipping on orders $49+ and the BEST customer service! Shop for all Puppy Jackets at Chewy.com.",319,dog coats small dogs,Puppy Jackets & Coats,1,puppy-coats-jackets,True,True,False,False,True,False,False,False,82,393,3,,,,,,,1,1,10.0,1,0,0,0,5.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/small-dog-crates-accessories_c369_f6v13790,True,Update URL patterns so the slug reflects the primary search intent.,best extra small breed puppy crates pens and gates,SMALL DOG CRATES (Free Shipping) | Chewy,40,"Find small dog crates and compact crates for small dogs, with options for house-training, travel, rest, safe containment, and comfortable den spaces.",149,best extra small breed puppy crates pens and gates,Small Dog Crates,1,small-dog-crates-accessories,True,True,False,False,True,False,False,True,96,385,3,,,,,,,7,7,7.71,3,4,0,0,16.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/tortoise-cleaning-maintenance_c1051_f57v68273,True,Update URL patterns so the slug reflects the primary search intent.,tortoise tank cleaner,TORTOISE CLEANING & MAINTENANCE (Free Shipping) | Chewy,55,"Shop Chewy for the best deals on Tortoise Cleaning & Maintenance and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Tortoise Cleaning & Maintenance for your pet.",243,tortoise tank cleaner,Tortoise Cleaning & Maintenance,1,tortoise-cleaning-maintenance,True,True,False,False,True,False,False,False,41,342,3,,,,,,,6,6,8.6,4,1,0,1,1.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/adams_f1v331105,True,Update URL patterns so the slug reflects the primary search intent.,adams dog grooming supplies,ADAMS - Free shipping | Chewy,29,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,adams dog grooming supplies,ADAMS,1,adams,True,True,False,False,False,False,False,False,35,329,3,,,,,,,1,1,23.0,0,0,1,0,1.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/chewsday_f1v150642,True,Update URL patterns so the slug reflects the primary search intent.,chewy pet day,Chewsday - Free shipping | Chewy,32,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,chewy pet day,Chewsday,1,chewsday,True,True,False,False,False,False,False,False,23,317,3,,,,,,,1,1,,0,0,0,1,1.0
HVF,URL,URL slug does not align to main keyword,https://www.chewy.com/f/chi_f1v220158,True,Update URL patterns so the slug reflects the primary search intent.,chi dog grooming tools,CHI - Free shipping | Chewy,27,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,chi dog grooming tools,CHI,1,chi,True,False,False,False,False,False,False,False,30,331,3,,,,,,,1,1,5.0,1,0,0,0,4.0
