page_type,category,issue,normalized_url,matched_botify,recommendation,evidence_value,title,title_length,meta_description,meta_description_length,main_keyword,h1,h1_count,url_slug,canonical_points_to_self,in_sitemaps,noindex,nofollow,breadcrumb_exists,product_exists,offer_exists,faq_exists,unique_inlinks,unique_outlinks,depth,lcp_status,lcp_value,cls_status,cls_value,inp_status,inp_value,ranking_keyword_rows,distinct_keywords,avg_current_rank,top10_keywords,quick_win_11_20_keywords,striking_distance_21_50_keywords,lost_or_unranked_keywords,botify_audience_keywords_to_90pct
HVF,H1,H1 is too generic,https://www.chewy.com/f/fuufome_f1v27150,True,Make the H1 more descriptive of the page intent.,FUUFOME,FUUFOME - Free shipping | Chewy,31,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,FUUFOME,1,fuufome,True,True,False,False,False,False,False,False,62,339,3,,,,,,,,,,,,,,1.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/oneisall_f1v505067,True,Make the H1 more descriptive of the page intent.,OneIsAll,OneIsAll - Free shipping | Chewy,32,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,oneisall,OneIsAll,1,oneisall,True,True,False,False,False,False,False,False,54,340,3,good,1834.0,needs,0.12000000000000001,,,1,1,12.0,0,1,0,0,3.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/potaroma_f1v23918,True,Make the H1 more descriptive of the page intent.,Potaroma,Potaroma - Free shipping | Chewy,32,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,Potaroma,1,potaroma,True,True,False,False,False,False,False,False,226,339,3,,,,,,,,,,,,,,3.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/strellalab_f1v248918,True,Make the H1 more descriptive of the page intent.,StrellaLab,StrellaLab - Free shipping | Chewy,34,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,StrellaLab,1,strellalab,True,True,False,False,False,False,False,False,67,331,3,,,,,,,,,,,,,,1.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/reptichip_f1v20598,True,Make the H1 more descriptive of the page intent.,ReptiChip,ReptiChip - Free shipping | Chewy,33,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,ReptiChip,1,reptichip,True,True,False,False,False,False,False,False,13,309,3,,,,,,,,,,,,,,1.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/miele_f1v26662,True,Make the H1 more descriptive of the page intent.,Miele,Miele - Free shipping | Chewy,29,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,Miele,1,miele,True,False,False,False,False,False,False,False,14,317,3,,,,,,,,,,,,,,3.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/semican_f1v22254,True,Make the H1 more descriptive of the page intent.,Semican,Semican - Free shipping | Chewy,31,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,Semican,1,semican,True,True,False,False,False,False,False,False,39,338,3,,,,,,,,,,,,,,1.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/kingsyard_f1v22630,True,Make the H1 more descriptive of the page intent.,Kingsyard,Kingsyard - Free shipping | Chewy,33,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,Kingsyard,1,kingsyard,True,True,False,False,False,False,False,False,116,339,3,,,,,,,,,,,,,,1.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/furvii_f1v30294,True,Make the H1 more descriptive of the page intent.,Furvii,Furvii - Free shipping | Chewy,30,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,Furvii,1,furvii,True,True,False,False,False,False,False,False,27,314,3,,,,,,,,,,,,,,
HVF,H1,H1 is too generic,https://www.chewy.com/f/dupray_f1v21358,True,Make the H1 more descriptive of the page intent.,Dupray,Dupray - Free shipping | Chewy,30,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,Dupray,1,dupray,True,True,False,False,False,False,False,False,5,308,3,,,,,,,,,,,,,,1.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/collardirect_f1v424727,True,Make the H1 more descriptive of the page intent.,CollarDirect,CollarDirect - Free shipping | Chewy,36,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,CollarDirect,1,collardirect,True,True,False,False,False,False,False,False,462,339,3,,,,,,,,,,,,,,1.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/clindamycin_f1v533338,True,Make the H1 more descriptive of the page intent.,Clindamycin,Clindamycin - Free shipping | Chewy,35,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,Clindamycin,1,clindamycin,,False,False,False,False,False,False,False,23,305,3,,,,,,,,,,,,,,
HVF,H1,H1 is too generic,https://www.chewy.com/f/halinfer_f1v25102,True,Make the H1 more descriptive of the page intent.,Halinfer,Halinfer - Free shipping | Chewy,32,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,Halinfer,1,halinfer,True,False,False,False,False,False,False,False,119,340,3,,,,,,,,,,,,,,1.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/hugsmart_f1v23598,True,Make the H1 more descriptive of the page intent.,HugSmart,HugSmart - Free shipping | Chewy,32,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,HugSmart,1,hugsmart,True,True,False,False,False,False,False,False,223,339,3,,,,,,,,,,,,,,1.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/thornevet_f1v23214,True,Make the H1 more descriptive of the page intent.,ThorneVET,ThorneVET - Free shipping | Chewy,33,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,ThorneVET,1,thornevet,True,True,False,False,False,False,False,False,36,338,3,,,,,,,,,,,,,,3.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/vetreska_f1v184079,True,Make the H1 more descriptive of the page intent.,VETRESKA,VETRESKA - Free shipping | Chewy,32,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,VETRESKA,1,vetreska,True,True,False,False,False,False,False,False,81,339,3,,,,,,,,,,,,,,4.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/brightkins_f1v355151,True,Make the H1 more descriptive of the page intent.,Brightkins,Brightkins - Free shipping | Chewy,34,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,Brightkins,1,brightkins,True,True,False,False,False,False,False,False,49,339,3,,,,,,,,,,,,,,1.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/martins_f1v432522,True,Make the H1 more descriptive of the page intent.,Martin's,Martin's - Free shipping | Chewy,32,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,Martin's,1,martins,True,True,False,False,False,False,False,False,21,317,3,,,,,,,,,,,,,,1.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/palmers_f1v458990,True,Make the H1 more descriptive of the page intent.,Palmer's,Palmer's - Free shipping | Chewy,32,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,Palmer's,1,palmers,True,False,False,False,False,False,False,False,5,307,3,,,,,,,,,,,,,,2.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/coastal_f1v39238,True,Make the H1 more descriptive of the page intent.,Coastal,Coastal - Free shipping | Chewy,31,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,Coastal,1,coastal,,False,False,False,False,False,False,False,3,304,3,,,,,,,,,,,,,,
HVF,H1,H1 is too generic,https://www.chewy.com/f/slowton_f1v493686,True,Make the H1 more descriptive of the page intent.,SlowTon,SlowTon - Free shipping | Chewy,31,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,slowton,SlowTon,1,slowton,True,True,False,False,False,False,False,False,34,313,3,,,,,,,1,1,8.0,1,0,0,0,1.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/teewy_f1v29558,True,Make the H1 more descriptive of the page intent.,TEEWY,TEEWY - Free shipping | Chewy,29,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,TEEWY,1,teewy,True,True,False,False,False,False,False,False,13,314,3,,,,,,,,,,,,,,1.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/clorox_f1v496889,True,Make the H1 more descriptive of the page intent.,Clorox,Clorox - Free shipping | Chewy,30,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,Clorox,1,clorox,True,True,False,False,False,False,False,False,9,312,3,,,,,,,,,,,,,,1.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/yaheetech_f1v110230,True,Make the H1 more descriptive of the page intent.,Yaheetech,Yaheetech - Free shipping | Chewy,33,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,Yaheetech,1,yaheetech,True,True,False,False,False,False,False,False,325,339,3,good,1684.0,good,0.07,,,,,,,,,,1.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/homagico_f1v24502,True,Make the H1 more descriptive of the page intent.,HOMAGICO,HOMAGICO - Free shipping | Chewy,32,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,HOMAGICO,1,homagico,True,True,False,False,False,False,False,False,126,340,3,,,,,,,,,,,,,,
HVF,H1,H1 is too generic,https://www.chewy.com/f/truranch_f1v291865,True,Make the H1 more descriptive of the page intent.,TruRanch,TruRanch - Free shipping | Chewy,32,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,TruRanch,1,truranch,True,True,False,False,False,False,False,False,44,339,3,,,,,,,,,,,,,,1.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/dandylion_f1v501870,True,Make the H1 more descriptive of the page intent.,Dandylion,Dandylion - Free shipping | Chewy,33,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,dandylion,Dandylion,1,dandylion,True,True,False,False,False,False,False,False,20,319,3,,,,,,,1,1,16.0,0,1,0,0,1.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/equinavia_f1v19398,True,Make the H1 more descriptive of the page intent.,Equinavia,Equinavia - Free shipping | Chewy,33,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,Equinavia,1,equinavia,True,True,False,False,False,False,False,False,1821,339,3,,,,,,,,,,,,,,1.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/woodlink_f1v18734,True,Make the H1 more descriptive of the page intent.,Woodlink,Woodlink - Free shipping | Chewy,32,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,Woodlink,1,woodlink,True,True,False,False,False,False,False,False,19,321,3,,,,,,,,,,,,,,1.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/kseroo_f1v25406,True,Make the H1 more descriptive of the page intent.,Kseroo,Kseroo - Free shipping | Chewy,30,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,Kseroo,1,kseroo,True,True,False,False,False,False,False,False,679,339,3,,,,,,,,,,,,,,1.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/protecto_f1v21646,True,Make the H1 more descriptive of the page intent.,Protecto,Protecto - Free shipping | Chewy,32,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,Protecto,1,protecto,True,True,False,False,False,False,False,False,79,333,3,,,,,,,,,,,,,,1.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/vila_f1v434420,True,Make the H1 more descriptive of the page intent.,Vila,Vila - Free shipping | Chewy,28,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,Vila,1,vila,True,True,False,False,False,False,False,False,44,340,3,,,,,,,,,,,,,,1.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/heath_f1v328176,True,Make the H1 more descriptive of the page intent.,Heath,Heath - Free shipping | Chewy,29,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,Heath,1,heath,True,True,False,False,False,False,False,False,47,339,3,,,,,,,,,,,,,,1.0
HVF,H1,H1 is too generic,https://www.chewy.com/f/heusom_f1v38038,True,Make the H1 more descriptive of the page intent.,Heusom,Heusom - Free shipping | Chewy,30,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,Heusom,1,heusom,True,False,False,False,False,False,False,False,4,306,3,,,,,,,,,,,,,,
HVF,H1,H1 is too generic,https://www.chewy.com/f/nickerdoodles_f1v859105,True,Make the H1 more descriptive of the page intent.,NickerDoodles,NickerDoodles - Free shipping | Chewy,37,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,NickerDoodles,1,nickerdoodles,,False,False,False,False,False,False,False,4,304,3,,,,,,,,,,,,,,
HVF,H1,H1 is too generic,https://www.chewy.com/f/domipet_f1v38294,True,Make the H1 more descriptive of the page intent.,DOMIPET,DOMIPET - Free shipping | Chewy,31,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,DOMIPET,1,domipet,True,True,False,False,False,False,False,False,12,311,3,,,,,,,,,,,,,,1.0
