page_type,category,issue,normalized_url,matched_botify,recommendation,evidence_value,title,title_length,meta_description,meta_description_length,main_keyword,h1,h1_count,url_slug,canonical_points_to_self,in_sitemaps,noindex,nofollow,breadcrumb_exists,product_exists,offer_exists,faq_exists,unique_inlinks,unique_outlinks,depth,lcp_status,lcp_value,cls_status,cls_value,inp_status,inp_value,ranking_keyword_rows,distinct_keywords,avg_current_rank,top10_keywords,quick_win_11_20_keywords,striking_distance_21_50_keywords,lost_or_unranked_keywords,botify_audience_keywords_to_90pct
Top Picks,Links,Below inlink target,https://www.chewy.com/best/dog-foods-for-shih-tzus_s140150,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",5,Best Dog Foods for Shih Tzus 2026: According to Reviews | Chewy,63,Checkout Today's Best Dog Foods for Shih Tzus. Our customers believe that these are the Best Dog Foods for Shih Tzus products out there.,136,best dog food for older shih tzu,Best Dog Foods for Shih Tzu,1,dog-foods-for-shih-tzus,True,True,False,False,True,False,False,False,5,335,2,,,,,,,1,1,24.0,0,0,1,0,11.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/dog-treats-for-shih-tzus_s143318,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",2,Best Dog Treats for Shih Tzus 2026: According to Reviews | Chewy,64,Checkout Today's Best Dog Treats for Shih Tzus. Our customers believe that these are the Best Dog Treats for Shih Tzus products out there.,138,best dog treats for shih tzus,Best Dog Treats For Shih Tzus,1,dog-treats-for-shih-tzus,True,True,False,False,True,False,False,False,2,335,2,,,,,,,13,13,5.08,13,0,0,0,7.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/puppy-foods-for-shih-tzus_s172262,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",3,Best Puppy Foods for Shih Tzus 2026: According to Reviews | Chewy,65,Checkout Today's Best Puppy Foods for Shih Tzus. Our customers believe that these are the Best Puppy Foods for Shih Tzus products out there.,140,best dog food for shih tzus,Best Puppy Foods for Shih Tzus,1,puppy-foods-for-shih-tzus,True,True,False,False,True,False,False,False,3,335,2,,,,,,,18,17,9.31,7,9,0,2,52.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/toys-for-shih-tzus_s143166,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",3,Best Toys for Shih Tzus 2026: According to Reviews | Chewy,58,Checkout Today's Best Toys for Shih Tzus. Our customers believe that these are the Best Toys for Shih Tzus products out there.,126,best toys for shih tzus,Best Toys For Shih Tzus,1,toys-for-shih-tzus,True,True,False,False,True,False,False,False,3,335,2,,,,,,,11,11,4.55,11,0,0,0,24.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/beds-for-german-shepherds_s142822,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",2,Best Beds for German Shepherds 2026: According to Reviews | Chewy,65,Checkout Today's Best Beds for German Shepherds. Our customers believe that these are the Best Beds for German Shepherds products out there.,140,best beds for german shepherds,Best Dog Bed For German Shepherd,1,beds-for-german-shepherds,True,True,False,False,True,False,False,False,2,335,2,,,,,,,1,1,7.0,1,0,0,0,5.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/dog-foods-german-shepherd_s131164,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",1,Best Dog Foods for German Shepherd Puppies 2026: According to Reviews | Chewy,77,Check out the best food. These top-rated products have been reviewed by Chewy vets and are loved by customers with german shepherd puppies. Let us help you find the top products for your german shepherd!,203,best puppy food for german shepherd,Best Dog Food For German Shepherds,1,dog-foods-german-shepherd,True,True,False,False,True,False,False,True,1,336,2,,,,,,,52,50,21.37,1,24,24,3,7.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/dog-foods-for-german-shepherds_s140110,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",3,Best Dog Foods for German Shepherds 2026: According to Reviews | Chewy,70,Checkout Today's Best Dog Foods for German Shepherds. Our customers believe that these are the Best Dog Foods for German Shepherds products out there.,150,best dog food for german shepherd,Best Dog Food For German Shepherd,1,dog-foods-for-german-shepherds,True,True,False,False,True,False,False,False,3,335,2,,,,,,,39,37,18.03,9,14,14,2,14.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/dog-treats-german-shepherd_s131220,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",1,Best Dog Treats for German Shepherd Puppies 2026: According to Reviews | Chewy,78,Check out the best treats. These top-rated products have been reviewed by Chewy vets and are loved by customers with german shepherd puppies. Let us help you find the top products for your german shepherd!,205,,Best Dog Treats For German Shepherd,1,dog-treats-german-shepherd,True,True,False,False,True,False,False,True,1,337,2,,,,,,,,,,,,,,1.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/german-shepherd-puppy-apparel_s131140,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",2,Best German Shepherd Puppy Apparel 2026: According to Reviews | Chewy,69,Check out the best apparel. These top-rated products have been reviewed by Chewy vets and are loved by customers with german shepherd puppies. Let us help you find the top products for your german shepherd!,206,best german shepherd puppy apparel,Best German Shepherd Puppy Apparel,1,german-shepherd-puppy-apparel,True,True,False,False,True,False,False,True,2,331,2,,,,,,,2,2,18.0,0,1,1,0,1.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/german-shepherd-puppy-bowls_s131156,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",1,"Best German Shepherd Puppy Bowls, Feeders & Storage Accessories 2026: According to Reviews | Chewy",98,"Check out the best bowls, feeders, and storage accessories. These top-rated products have been reviewed by Chewy vets and are loved by customers with german shepherd puppies. Let us help you find the top products for your german shepherd!",238,best german shepherd puppy bowls feeders and storage accessories,Best German Shepherd Puppy Bowls,1,german-shepherd-puppy-bowls,True,True,False,False,True,False,False,True,1,337,2,,,,,,,2,2,5.5,2,0,0,0,1.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/german-shepherd-puppy-collars_s131188,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",5,"Best German Shepherd Puppy Collars, Leashes & Harnesses 2026: According to Reviews | Chewy",90,"Check out the best collars, leashes, and harnesses. These top-rated products have been reviewed by Chewy vets and are loved by customers with german shepherd puppies. Let us help you find the top products for your german shepherd!",230,best german shepherd puppy collars leashes and harnesses,Best Collar For German Shepherd Puppy,1,german-shepherd-puppy-collars,True,True,False,False,True,False,False,True,5,337,2,,,,,,,1,1,21.0,0,0,1,0,1.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/german-shepherd-puppy-crates_s131148,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",1,"Best German Shepherd Puppy Crates, Pens & Gates 2026: According to Reviews | Chewy",82,"Check out the best crates, pens, and gates. These top-rated products have been reviewed by Chewy vets and are loved by customers with german shepherd puppies. Let us help you find the top products for your german shepherd!",222,best crate for german shepherd puppy,Best Crate For German Shepherd Puppy,1,german-shepherd-puppy-crates,True,True,False,False,True,False,False,True,1,337,2,,,,,,,4,3,6.0,3,0,0,1,8.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/german-shepherd-puppy-grooming_s131172,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",4,Best German Shepherd Puppy Grooming Supplies 2026: According to Reviews | Chewy,79,Check out the best grooming supplies. These top-rated products have been reviewed by Chewy vets and are loved by customers with german shepherd puppies. Let us help you find the top products for your german shepherd!,216,best german shepherd puppy grooming supplies,Best German Shepherd Puppy Grooming Supplies,1,german-shepherd-puppy-grooming,True,True,False,False,True,False,False,True,4,337,2,,,,,,,2,2,20.0,0,1,1,0,1.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/german-shepherd-puppy-toys_s131204,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",2,Best German Shepherd Puppy Toys 2026: According to Reviews | Chewy,66,Check out the best toys. These top-rated products have been reviewed by Chewy vets and are loved by customers with german shepherd puppies. Let us help you find the top products for your german shepherd!,203,best toys for german shepherd puppies,Best Toys For German Shepherds Puppies,1,german-shepherd-puppy-toys,True,True,False,False,True,False,False,True,2,336,2,,,,,,,16,13,11.55,4,7,0,5,5.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/toys-for-german-shepherds_s142998,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",5,Best Toys for German Shepherds 2026: According to Reviews | Chewy,65,Checkout Today's Best Toys for German Shepherds. Our customers believe that these are the Best Toys for German Shepherds products out there.,140,best toys for german shepherds,Best Toys For German Shepherds,1,toys-for-german-shepherds,True,True,False,False,True,False,False,False,5,335,2,,,,,,,10,10,11.43,2,5,0,3,9.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/treats-for-german-shepherds_s143206,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",2,Best Treats for German Shepherds 2026: According to Reviews | Chewy,67,Checkout Today's Best Treats for German Shepherds. Our customers believe that these are the Best Treats for German Shepherds products out there.,144,best treats for german shepherds,Best Dog Treats For German Shepherd,1,treats-for-german-shepherds,True,True,False,False,True,False,False,False,2,335,2,,,,,,,15,14,3.07,14,0,0,1,5.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/dog-beds-for-golden-retrievers_s143238,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",2,Best Dog Beds for Golden Retrievers 2026: According to Reviews | Chewy,70,Checkout Today's Best Dog Beds for Golden Retrievers. Our customers believe that these are the Best Dog Beds for Golden Retrievers products out there.,150,best beds for golden retrievers,Best Dog Bed For Golden Retriever,1,dog-beds-for-golden-retrievers,True,True,False,False,True,False,False,False,2,335,2,,,,,,,2,2,26.5,0,0,2,0,1.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/dog-collars-for-golden-retrievers_s143254,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",3,Best Dog Collars for Golden Retrievers 2026: According to Reviews | Chewy,73,Checkout Today's Best Dog Collars for Golden Retrievers. Our customers believe that these are the Best Dog Collars for Golden Retrievers products out there.,156,best dog collars for golden retrievers,Best Collar For Golden Retriever,1,dog-collars-for-golden-retrievers,True,True,False,False,True,False,False,False,3,335,2,,,,,,,14,12,11.67,2,7,0,5,5.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/dog-foods-for-golden-retrievers_s140118,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",4,Best Dog Foods for Golden Retrievers: Top-Rated by Pet Parents | Chewy,70,Checkout Today's Best Dog Foods for Golden Retrievers. Our customers believe that these are the Best Dog Foods for Golden Retrievers products out there.,152,what's the best dog food for golden retrievers,Best Dog Food For Golden Retrievers,1,dog-foods-for-golden-retrievers,True,True,False,False,True,False,False,False,4,335,2,,,,,,,8,8,12.67,1,5,0,2,6.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/dog-toys-for-golden-retrievers_s143278,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",5,Best Dog Toys for Golden Retrievers: Top-Rated by Pet Parents | Chewy,69,Checkout Today's Best Dog Toys for Golden Retrievers. Our customers believe that these are the Best Dog Toys for Golden Retrievers products out there.,150,best dog toys for golden retrievers,Best Dog Toys For Golden Retrievers,1,dog-toys-for-golden-retrievers,True,True,False,False,True,False,False,False,5,335,2,,,,,,,11,10,8.27,8,3,0,0,19.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/foods-golden-retriever-puppies_s130812,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",2,Best Foods for Golden Retriever Puppies 2026: According to Reviews | Chewy,74,Check out the best food. These top-rated products have been reviewed by Chewy vets and are loved by customers with golden retriever puppies. Let us help you find the top products for your golden retriever!,205,best food for golden retriever puppy,Best Food For Golden Retriever Puppy,1,foods-golden-retriever-puppies,True,True,False,False,True,False,False,True,2,336,2,,,,,,,35,34,11.12,13,17,2,3,22.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/golden-retriever-puppy-apparel_s130788,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",2,Best Golden Retriever Puppy Apparel 2026: According to Reviews | Chewy,70,Check out the best apparel. These top-rated products have been reviewed by Chewy vets and are loved by customers with golden retriever puppies. Let us help you find the top products for your golden retriever!,208,best golden retriever puppy apparel,Best Golden Retriever Puppy Apparel,1,golden-retriever-puppy-apparel,True,True,False,False,True,False,False,True,2,330,2,,,,,,,1,1,26.0,0,0,1,0,1.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/golden-retriever-puppy-bowls_s130804,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",1,"Best Golden Retriever Puppy Bowls, Feeders & Storage Accessories 2026: According to Reviews | Chewy",99,"Check out the best bowls, feeders, and storage accessories. These top-rated products have been reviewed by Chewy vets and are loved by customers with golden retriever puppies. Let us help you find the top products for your golden retriever!",240,best golden retriever puppy bowls feeders and storage accessories,Best Dog Bowl For Golden Retriever Puppy,1,golden-retriever-puppy-bowls,True,True,False,False,True,False,False,True,1,337,2,,,,,,,3,3,9.33,2,1,0,0,2.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/golden-retriever-puppy-collars_s130836,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",5,"Best Golden Retriever Puppy Collars, Leashes & Harnesses 2026: According to Reviews | Chewy",91,"Check out the best collars, leashes, and harnesses. These top-rated products have been reviewed by Chewy vets and are loved by customers with golden retriever puppies. Let us help you find the top products for your golden retriever!",232,best golden retriever puppy collars leashes and harnesses,Best Collars For Golden Retrievers Puppies,1,golden-retriever-puppy-collars,True,True,False,False,True,False,False,True,5,337,2,,,,,,,1,1,13.0,0,1,0,0,1.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/golden-retriever-puppy-crates_s130796,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",1,"Best Golden Retriever Puppy Crates, Pens & Gates 2026: According to Reviews | Chewy",83,"Check out the best crates, pens, and gates. These top-rated products have been reviewed by Chewy vets and are loved by customers with golden retriever puppies. Let us help you find the top products for your golden retriever!",224,best crate for golden retriever puppy,Best Crate For Golden Retriever Puppy,1,golden-retriever-puppy-crates,True,True,False,False,True,False,False,True,1,337,2,,,,,,,3,3,6.0,3,0,0,0,6.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/golden-retriever-puppy-grooming_s130820,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",3,Best Golden Retriever Puppy Grooming Supplies 2026: According to Reviews | Chewy,80,Check out the best grooming supplies. These top-rated products have been reviewed by Chewy vets and are loved by customers with golden retriever puppies. Let us help you find the top products for your golden retriever!,218,best golden retriever puppy grooming supplies,Best Golden Retriever Puppy Grooming Supplies,1,golden-retriever-puppy-grooming,True,True,False,False,True,False,False,True,3,337,2,,,,,,,2,2,17.5,0,2,0,0,1.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/golden-retriever-puppy-toys_s130852,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",4,Best Golden Retriever Puppy Toys 2026: According to Reviews | Chewy,67,Check out the best toys. These top-rated products have been reviewed by Chewy vets and are loved by customers with golden retriever puppies. Let us help you find the top products for your golden retriever!,205,best golden retriever puppy toys,Best Golden Retriever Puppy Toys,1,golden-retriever-puppy-toys,True,True,False,False,True,False,False,True,4,336,2,,,,,,,15,15,8.86,12,2,0,1,6.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/leashes-for-golden-retrievers_s142950,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",3,Best Leashes for Golden Retrievers 2026: According to Reviews | Chewy,69,Checkout Today's Best Leashes for Golden Retrievers. Our customers believe that these are the Best Leashes for Golden Retrievers products out there.,148,best leashes for golden retrievers,Best Leash For Golden Retriever,1,leashes-for-golden-retrievers,True,True,False,False,True,False,False,False,3,335,2,,,,,,,3,3,8.5,2,0,0,1,3.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/treats-golden-retriever-puppies_s130868,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",2,Best Treats for Golden Retriever Puppies 2026: According to Reviews | Chewy,75,Check out the best treats. These top-rated products have been reviewed by Chewy vets and are loved by customers with golden retriever puppies. Let us help you find the top products for your golden retriever!,207,,Best Treats For Golden Retriever Puppies,1,treats-golden-retriever-puppies,True,True,False,False,True,False,False,True,2,337,2,,,,,,,,,,,,,,3.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/treats-for-golden-retrievers_s143214,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",2,Best Treats for Golden Retrievers 2026: According to Reviews | Chewy,68,Checkout Today's Best Treats for Golden Retrievers. Our customers believe that these are the Best Treats for Golden Retrievers products out there.,146,best treats for golden retrievers,Best Dog Treats For Golden Retrievers,1,treats-for-golden-retrievers,True,True,False,False,True,False,False,False,2,335,2,,,,,,,18,18,6.78,16,2,0,0,4.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/dog-foods-for-goldendoodles_s140126,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",2,Best Dog Foods for Goldendoodles 2026: According to Reviews | Chewy,67,Checkout Today's Best Dog Foods for Goldendoodles. Our customers believe that these are the Best Dog Foods for Goldendoodles products out there.,144,best dog food for goldendoodles,Best Dog Food For Goldendoodles,1,dog-foods-for-goldendoodles,True,True,False,False,True,False,False,False,2,335,2,good,1797.0,good,0.0,,,73,71,7.44,62,9,0,2,64.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/dog-toys-for-goldendoodles_s143286,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",2,Best Dog Toys for Goldendoodles 2026: According to Reviews | Chewy,66,Checkout Today's Best Dog Toys for Goldendoodles. Our customers believe that these are the Best Dog Toys for Goldendoodles products out there.,142,best toys for goldendoodles,Best Dog Toys For Goldendoodles,1,dog-toys-for-goldendoodles,True,True,False,False,True,False,False,False,2,335,2,,,,,,,16,15,7.5,12,1,1,2,4.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/goldendoodle-puppy-apparel_s131316,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",2,Best Goldendoodle Puppy Apparel 2026: According to Reviews | Chewy,66,Check out the best apparel. These top-rated products have been reviewed by Chewy vets and are loved by customers with goldendoodle puppies. Let us help you find the top products for your goldendoodle!,200,best goldendoodle puppy apparel,Best Goldendoodle Puppy Apparel,1,goldendoodle-puppy-apparel,True,True,False,False,True,False,False,True,2,331,2,,,,,,,1,1,6.0,1,0,0,0,1.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/goldendoodle-puppy-bowls-feeders_s131332,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",4,"Best Goldendoodle Puppy Bowls, Feeders & Storage Accessories 2026: According to Reviews | Chewy",95,"Check out the best bowls, feeders, and storage accessories. These top-rated products have been reviewed by Chewy vets and are loved by customers with goldendoodle puppies. Let us help you find the top products for your goldendoodle!",232,best goldendoodle puppy bowls feeders and storage accessories,Best Goldendoodle Puppy Bowls,1,goldendoodle-puppy-bowls-feeders,True,True,False,False,True,False,False,True,4,337,2,,,,,,,3,3,2.0,3,0,0,0,1.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/goldendoodle-puppy-collars_s131364,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",1,"Best Goldendoodle Puppy Collars, Leashes & Harnesses 2026: According to Reviews | Chewy",87,"Check out the best collars, leashes, and harnesses. These top-rated products have been reviewed by Chewy vets and are loved by customers with goldendoodle puppies. Let us help you find the top products for your goldendoodle!",224,best goldendoodle puppy collars leashes and harnesses,Best Collars For Goldendoodles Puppies,1,goldendoodle-puppy-collars,True,True,False,False,True,False,False,True,1,337,2,,,,,,,3,3,7.33,3,0,0,0,1.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/goldendoodle-puppy-crates-pens_s131324,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",1,"Best Goldendoodle Puppy Crates, Pens & Gates 2026: According to Reviews | Chewy",79,"Check out the best crates, pens, and gates. These top-rated products have been reviewed by Chewy vets and are loved by customers with goldendoodle puppies. Let us help you find the top products for your goldendoodle!",216,best goldendoodle puppy crates pens and gates,Best Crates For Goldendoodles Puppies,1,goldendoodle-puppy-crates-pens,True,True,False,False,True,False,False,True,1,337,2,,,,,,,3,3,5.67,3,0,0,0,2.0
Top Picks,Links,Below inlink target,https://www.chewy.com/best/goldendoodle-puppy-foods_s131340,True,"Increase internal links from relevant navigation, PLPs, PDPs, or editorial surfaces.",2,Best Goldendoodle Puppy Foods 2026: According to Reviews | Chewy,64,Check out the best food. These top-rated products have been reviewed by Chewy vets and are loved by customers with goldendoodle puppies. Let us help you find the top products for your goldendoodle!,197,best goldendoodle puppy food,Best Goldendoodle Puppy Food,1,goldendoodle-puppy-foods,True,True,False,False,True,False,False,True,2,336,2,,,,,,,3,3,8.0,1,0,0,2,10.0
